iter	MultiClass
631	1.159299834
632	1.159217868
633	1.159162624
634	1.159082456
635	1.158992176
636	1.158898577
637	1.158736785
638	1.158630356
639	1.158512281
640	1.15834879
641	1.158246157
642	1.158152346
643	1.158061459
644	1.157990042
645	1.157872714
646	1.157783975
647	1.157667482
648	1.157498353
649	1.157384276
650	1.1572802
651	1.157201217
652	1.157069245
653	1.15700081
654	1.156813774
655	1.156709365
656	1.156633961
657	1.156563396
658	1.156491296
659	1.156402129
660	1.156340995
661	1.156231437
662	1.156176209
663	1.156063602
664	1.155939172
665	1.155880029
666	1.155760185
667	1.155634248
668	1.155538409
669	1.155411256
670	1.155330505
671	1.155243092
672	1.155172222
673	1.155075254
674	1.154966127
675	1.154894072
676	1.154802317
677	1.154744281
678	1.154682188
679	1.154530959
680	1.154448329
681	1.154373964
682	1.154264244
683	1.154125607
684	1.154038026
685	1.153994606
686	1.153864112
687	1.153750831
688	1.153694443
689	1.153635132
690	1.153572437
691	1.153531687
692	1.153445539
693	1.153370197
694	1.153322885
695	1.153180051
696	1.153027279
697	1.152955003
698	1.152861738
699	1.152786956
700	1.152655334
701	1.152581257
702	1.152531352
703	1.152445794
704	1.152343024
705	1.15221826
706	1.152140015
707	1.152033567
708	1.151934095
709	1.151829507
710	1.1517048
711	1.151610669
712	1.151521984
713	1.151399838
714	1.151350313
715	1.151210502
716	1.151142552
717	1.151047697
718	1.150954019
719	1.150834351
720	1.150736986
721	1.150698778
722	1.150645004
723	1.150585887
724	1.150437267
725	1.150352984
726	1.150246969
727	1.150162332
728	1.150090238
729	1.149926013
730	1.149889244
731	1.149799452
732	1.149666352
733	1.149602659
734	1.149551358
735	1.149466211
736	1.14940799
737	1.149367605
738	1.149278622
739	1.149186511
740	1.149084083
741	1.149013756
742	1.148935831
743	1.148850424
744	1.14873938
745	1.148625393
746	1.1485169
747	1.148446021
748	1.148351855
749	1.148286252
750	1.148238491
751	1.148197099
752	1.148117854
753	1.147971498
754	1.147905756
755	1.147840756
756	1.147723617
757	1.147666774
758	1.147603709
759	1.147556628
760	1.147439275
761	1.147334894
762	1.147267387
763	1.147206828
764	1.14711242
765	1.147010538
766	1.146946099
767	1.146858155
768	1.146780301
769	1.146709508
770	1.146598936
771	1.146524773
772	1.14643896
773	1.14636446
774	1.146281528
775	1.146246209
776	1.146211222
777	1.146120045
778	1.146017931
779	1.145875673
780	1.145807412
781	1.145778641
782	1.145701139
783	1.145666902
784	1.145577588
785	1.145520775
786	1.145451625
787	1.145310081
788	1.145263707
789	1.145194232
790	1.145155578
791	1.145076504
792	1.14491325
793	1.144805038
794	1.144770525
795	1.144700651
796	1.144665237
797	1.144617356
798	1.144507205
799	1.144434514
800	1.144386772
801	1.144323572
802	1.144252212
803	1.14419502
804	1.144121475
805	1.144069505
806	1.144037684
807	1.143928473
808	1.143862198
809	1.143758503
810	1.143674299
811	1.143618672
812	1.143523346
813	1.143517577
814	1.143448142
815	1.143360504
816	1.14327166
817	1.143202168
818	1.143154396
819	1.143069593
820	1.143004191
821	1.142957765
822	1.142923796
823	1.14289915
824	1.142820049
825	1.142770127
826	1.142675934
827	1.142597783
828	1.142498969
829	1.14237177
830	1.142306494
831	1.142232486
832	1.142175025
833	1.142131237
834	1.142079206
835	1.141999277
836	1.141956535
837	1.141892071
838	1.141812833
839	1.141712735
840	1.141619714
841	1.141586356
842	1.141501923
843	1.141460195
844	1.141412193
845	1.141336872
846	1.141191866
847	1.141105137
848	1.141007484
849	1.140925012
850	1.140839715
851	1.140782363
852	1.140718901
853	1.140628384
854	1.140592652
855	1.14051789
856	1.140483118
857	1.140428659
858	1.140365171
859	1.140328315
860	1.140278125
861	1.140228135
862	1.140134112
863	1.140081266
864	1.139982028
865	1.139886646
866	1.139844632
867	1.139723637
868	1.139645216
869	1.139559492
870	1.139449023
871	1.139356403
872	1.139315303
873	1.139233905
874	1.139172562
875	1.139132691
876	1.139074401
877	1.138971678
878	1.138899552
879	1.138852842
880	1.138785789
881	1.138662316
882	1.138612803
883	1.138561777
884	1.138535742
885	1.138469512
886	1.138391972
887	1.138328094
888	1.1382399
889	1.138164864
890	1.138144835
891	1.138089611
892	1.138037712
893	1.137956007
894	1.137899087
895	1.137827704
896	1.137746027
897	1.137677786
898	1.137565787
899	1.137483863
900	1.137442404
901	1.137412376
902	1.137365698
903	1.137286555
904	1.137211006
905	1.137152384
906	1.137081365
907	1.137017586
908	1.13697807
909	1.136899477
910	1.136806896
911	1.136741312
912	1.136696871
913	1.136630367
914	1.136600072
915	1.136532148
916	1.136486909
917	1.136423528
918	1.136324199
919	1.136235151
920	1.136188126
921	1.136100616
922	1.136069132
923	1.13599676
924	1.135939068
925	1.135883963
926	1.13582283
927	1.13574793
928	1.135691747
929	1.135641832
930	1.135555453
931	1.135503931
932	1.135407953
933	1.135360666
934	1.13530693
935	1.135239978
936	1.135192303
937	1.13515123
938	1.135108206
939	1.135058262
940	1.135000098
941	1.134931729
942	1.134860795
943	1.134826887
944	1.134744244
945	1.134691672
946	1.134667888
947	1.13461522
948	1.134529199
949	1.134453331
950	1.13434424
951	1.134314238
952	1.13427423
953	1.134236676
954	1.134179871
955	1.134129223
956	1.134088668
957	1.134025488
958	1.133971325
959	1.133918394
960	1.133842116
961	1.133784532
962	1.133691352
963	1.133646226
964	1.133562432
965	1.133532243
966	1.133491614
967	1.13344449
968	1.133390596
969	1.133344955
970	1.133275457
971	1.133215104
972	1.133161551
973	1.133126151
974	1.133089412
975	1.133028006
976	1.133007882
977	1.132982795
978	1.132881398
979	1.132803061
980	1.132739572
981	1.132692183
982	1.132616865
983	1.132563939
984	1.132492527
985	1.132399372
986	1.132380496
987	1.132340939
988	1.132280709
989	1.132226833
990	1.132186609
991	1.132121485
992	1.132065241
993	1.131996179
994	1.131944026
995	1.131894073
996	1.131836973
997	1.131802327
998	1.131773052
999	1.131713085
1000	1.131676775
1001	1.131613285
1002	1.131564869
1003	1.131531994
1004	1.13150065
1005	1.131441526
1006	1.131396522
1007	1.131364481
1008	1.13132378
1009	1.131286796
1010	1.131196905
1011	1.131153547
1012	1.131085968
1013	1.13105607
1014	1.130990602
1015	1.130937694
1016	1.130884814
1017	1.13084355
1018	1.130729757
1019	1.130678197
1020	1.13063482
1021	1.130586249
1022	1.130518193
1023	1.130458139
1024	1.130433949
1025	1.130391105
1026	1.13033146
1027	1.130297522
1028	1.130263074
1029	1.130176425
1030	1.130115469
1031	1.130063165
1032	1.130020944
1033	1.129981768
1034	1.129862813
1035	1.129836256
1036	1.12978881
1037	1.129727182
1038	1.129684375
1039	1.129643686
1040	1.129605368
1041	1.129570017
1042	1.129502965
1043	1.12942207
1044	1.129381292
1045	1.129351219
1046	1.129302806
1047	1.129246396
1048	1.129217264
1049	1.129168752
1050	1.129089058
1051	1.129070271
1052	1.12900753
1053	1.12897374
1054	1.128944002
1055	1.128920052
1056	1.128891926
1057	1.128812455
1058	1.128782559
1059	1.128748287
1060	1.128692125
1061	1.128658666
1062	1.128594236
1063	1.128534371
1064	1.128501211
1065	1.128473737
1066	1.128418642
1067	1.12839867
1068	1.128374734
1069	1.128344383
1070	1.12832232
1071	1.128242352
1072	1.128181923
1073	1.12811939
1074	1.128070899
1075	1.128022997
1076	1.127976209
1077	1.127896969
1078	1.127859679
1079	1.127812614
1080	1.127775085
1081	1.127753546
1082	1.127715626
1083	1.127683386
1084	1.127663454
1085	1.127635174
1086	1.127594388
1087	1.127552832
1088	1.127528332
1089	1.127489771
1090	1.127436655
1091	1.12737022
1092	1.127304752
1093	1.127261663
1094	1.127217592
1095	1.127176692
1096	1.127146778
1097	1.127071768
1098	1.127049089
1099	1.127008427
1100	1.126927974
1101	1.12687964
1102	1.126837372
1103	1.126790448
1104	1.126687462
1105	1.126661386
1106	1.126631054
1107	1.12658933
1108	1.126541994
1109	1.126481282
1110	1.126450042
1111	1.126417988
1112	1.126385224
1113	1.126332209
1114	1.126284054
1115	1.126247637
1116	1.126213992
1117	1.126130986
1118	1.126100358
1119	1.126057418
1120	1.126023652
1121	1.125992341
1122	1.125958146
1123	1.125889016
1124	1.125826672
1125	1.125816376
1126	1.125770849
1127	1.125690234
1128	1.125657831
1129	1.125597723
1130	1.125558797
1131	1.12551341
1132	1.125485261
1133	1.125454397
1134	1.125415827
1135	1.125374217
1136	1.125308075
1137	1.125261665
1138	1.125219405
1139	1.125189484
1140	1.125146745
1141	1.125060684
1142	1.125008789
1143	1.124968589
1144	1.124901612
1145	1.124848385
1146	1.124786423
1147	1.124760503
1148	1.124715002
1149	1.124675069
1150	1.124627566
1151	1.124572753
1152	1.124551478
1153	1.124490345
1154	1.124462846
1155	1.124425625
1156	1.124394088
1157	1.124340327
1158	1.124278038
1159	1.124254826
1160	1.124228576
1161	1.124195891
1162	1.124149632
1163	1.124086324
1164	1.124037794
1165	1.124008394
1166	1.123962479
1167	1.123926753
1168	1.123895936
1169	1.123831646
1170	1.123778561
1171	1.12374
1172	1.123701473
1173	1.12359685
1174	1.123568759
1175	1.12351955
1176	1.123476111
1177	1.123407402
1178	1.123380484
1179	1.12336155
1180	1.12331309
1181	1.123266353
1182	1.123198273
1183	1.123147848
1184	1.123133092
1185	1.123101669
1186	1.123086325
1187	1.123011715
1188	1.122928969
1189	1.122900619
1190	1.122831573
1191	1.12279982
1192	1.122739034
1193	1.122682142
1194	1.122647998
1195	1.122587818
1196	1.122569524
1197	1.122526509
1198	1.122487178
1199	1.122466119
1200	1.122429727
1201	1.122396829
1202	1.122347959
1203	1.122308149
1204	1.122255401
1205	1.122228294
1206	1.122209555
1207	1.122185768
1208	1.122153254
1209	1.122083245
1210	1.122017834
1211	1.121994502
1212	1.121935009
1213	1.121912983
1214	1.12187825
1215	1.121854882
1216	1.121826925
1217	1.12180183
1218	1.12175507
1219	1.121713905
1220	1.121679609
1221	1.121618564
1222	1.121594519
1223	1.121562633
1224	1.121519822
1225	1.121498523
1226	1.12146794
1227	1.121437331
1228	1.121425948
1229	1.121370717
1230	1.121346165
1231	1.121285528
1232	1.121247378
1233	1.121199827
1234	1.121180731
1235	1.121151479
1236	1.12113679
1237	1.12110157
1238	1.121077147
1239	1.121047991
1240	1.121032399
1241	1.120976721
1242	1.120913374
1243	1.120897762
1244	1.120884722
1245	1.120848783
1246	1.120802519
1247	1.120744768
1248	1.120715665
1249	1.120688377
1250	1.120665548
1251	1.120639323
1252	1.120599612
1253	1.120577196
1254	1.120551915
1255	1.120504263
1256	1.12048392
1257	1.120460698
1258	1.120447278
1259	1.120415483
1260	1.120383906
1261	1.120362194
1262	1.120308509
1263	1.120272596
1264	1.120201378
1265	1.120162066
1266	1.120107862
1267	1.120067321
1268	1.120058238
1269	1.120020741
1270	1.119957159
1271	1.119939309
1272	1.119926217
1273	1.119899116
1274	1.119847962
1275	1.119801411
1276	1.11976834
1277	1.119727283
1278	1.119689782
1279	1.119666929
1280	1.119630156
1281	1.119579799
1282	1.119547231
1283	1.119511256
1284	1.119454193
1285	1.119436074
1286	1.11941119
1287	1.119391419
1288	1.11935714
1289	1.119331628
1290	1.11926196
1291	1.119236078
1292	1.119202469
1293	1.119172079
1294	1.11913295
1295	1.119073079
1296	1.119060383
1297	1.119044273
1298	1.119015312
1299	1.119007406
1300	1.118981115
1301	1.118956523
1302	1.118904373
1303	1.118880754
1304	1.118845319
1305	1.118810373
1306	1.11877347
1307	1.118731013
1308	1.118712894
1309	1.118692693
1310	1.118647928
1311	1.118622566
1312	1.118599562
1313	1.118565839
1314	1.118535799
1315	1.118463228
1316	1.11842682
1317	1.118393324
1318	1.118340861
1319	1.11830762
1320	1.118265479
1321	1.118220224
1322	1.118185322
1323	1.118144127
1324	1.118116952
1325	1.11809184
1326	1.118039039
1327	1.118024649
1328	1.118004918
1329	1.117984012
1330	1.117928362
1331	1.117895529
1332	1.117866874
1333	1.117818806
1334	1.117780141
1335	1.117750956
1336	1.117696677
1337	1.117671314
1338	1.117595533
1339	1.117573265
1340	1.117541656
1341	1.117519364
1342	1.117488417
1343	1.11746315
1344	1.117423135
1345	1.117382502
1346	1.11734211
1347	1.117313842
1348	1.117268838
1349	1.117246711
1350	1.117228181
1351	1.117204105
1352	1.117175032
1353	1.117157166
1354	1.117132018
1355	1.117086528
1356	1.117039136
1357	1.116980037
1358	1.116946739
1359	1.11690069
1360	1.116876927
1361	1.116831902
1362	1.116780015
1363	1.11676093
1364	1.116727108
1365	1.116687939
1366	1.116643968
1367	1.116604541
1368	1.116578577
1369	1.116539275
1370	1.116488728
1371	1.116464124
1372	1.116434601
1373	1.116393127
1374	1.116351899
1375	1.116307632
1376	1.11628606
1377	1.11624719
1378	1.116221892
1379	1.116211349
1380	1.116198308
1381	1.116151028
1382	1.116116132
1383	1.116098133
1384	1.116077575
1385	1.11606913
1386	1.116039517
1387	1.116015241
1388	1.115993951
1389	1.115949537
1390	1.115902442
1391	1.115866571
1392	1.115826526
1393	1.115804245
1394	1.115784328
1395	1.11575371
1396	1.115719638
1397	1.115679703
1398	1.115649757
1399	1.115631615
1400	1.115562227
1401	1.115538402
1402	1.115511558
1403	1.115487558
1404	1.115429009
1405	1.115409329
1406	1.11538668
1407	1.115350257
1408	1.115331149
1409	1.115292396
1410	1.115270964
1411	1.115251775
1412	1.115231845
1413	1.115209949
1414	1.115153522
1415	1.115122284
1416	1.115098433
1417	1.115081107
1418	1.115034743
1419	1.114997144
1420	1.114969998
1421	1.114961575
1422	1.114921318
1423	1.114912193
1424	1.114846927
1425	1.114837141
1426	1.114807156
1427	1.114759725
1428	1.114705366
1429	1.114667592
1430	1.114635623
1431	1.114613772
1432	1.114604268
1433	1.114582628
1434	1.114549696
1435	1.114524487
1436	1.11447633
1437	1.114459357
1438	1.114430418
1439	1.11441599
1440	1.114388284
1441	1.114377885
1442	1.114352611
1443	1.114316622
1444	1.114293284
1445	1.11427939
1446	1.114257549
1447	1.114234435
1448	1.11418963
1449	1.114162507
1450	1.114135212
1451	1.114108644
1452	1.114095765
1453	1.11407102
1454	1.114043893
1455	1.114001438
1456	1.113955845
1457	1.113907516
1458	1.113884743
1459	1.113865976
1460	1.113850647
1461	1.113804026
1462	1.113778766
1463	1.113755541
1464	1.113733025
1465	1.113695268
1466	1.113679737
1467	1.113652048
1468	1.113627779
1469	1.11360937
1470	1.113595471
1471	1.113574964
1472	1.113527775
1473	1.113502406
1474	1.113475717
1475	1.11342977
1476	1.113416129
1477	1.113394735
1478	1.113381345
1479	1.113362273
1480	1.113346799
1481	1.113327581
1482	1.113302396
1483	1.113284459
1484	1.113268671
1485	1.113222321
1486	1.113187915
1487	1.113168862
1488	1.113144227
1489	1.113131275
1490	1.113107102
1491	1.113061057
1492	1.11304283
1493	1.112996033
1494	1.112972373
1495	1.112929945
1496	1.112903553
1497	1.112887408
1498	1.112859506
1499	1.11283534
1500	1.112806259
1501	1.112768124
1502	1.11274687
1503	1.112713511
1504	1.112701339
1505	1.11268633
1506	1.112662074
1507	1.11264845
1508	1.112635312
1509	1.112620988
1510	1.112602018
1511	1.112577586
1512	1.112532614
1513	1.112513963
1514	1.11249861
1515	1.112472562
1516	1.112446159
1517	1.112407308
1518	1.112389064
1519	1.112352089
1520	1.112326936
1521	1.112298884
1522	1.112266863
1523	1.11225588
1524	1.112250461
1525	1.112232672
1526	1.112179084
1527	1.11213563
1528	1.112120685
1529	1.112103635
1530	1.11203247
1531	1.112025534
1532	1.112006246
1533	1.111993204
1534	1.111957581
1535	1.111929417
1536	1.111905174
1537	1.111882022
1538	1.111841522
1539	1.111809401
1540	1.111784795
1541	1.111764792
1542	1.111722381
1543	1.111694795
1544	1.111669664
1545	1.111634053
1546	1.111608386
1547	1.111573088
1548	1.111531061
1549	1.111504563
1550	1.111492002
1551	1.111432074
1552	1.111422791
1553	1.111405806
1554	1.111377313
1555	1.111360867
1556	1.111351431
1557	1.111325775
1558	1.111296758
1559	1.111254408
1560	1.111240371
1561	1.111212653
1562	1.111200717
1563	1.111172428
1564	1.111141402
1565	1.111120998
1566	1.111098665
1567	1.111085461
1568	1.111072963
1569	1.111050064
1570	1.111032875
1571	1.111000795
1572	1.11096939
1573	1.110943052
1574	1.110929355
1575	1.110917769
1576	1.11088978
1577	1.110862621
1578	1.110824966
1579	1.11081351
1580	1.11079986
1581	1.110772658
1582	1.110737325
1583	1.11070107
1584	1.110680066
1585	1.110652453
1586	1.110638441
1587	1.11062488
1588	1.110611945
1589	1.110592293
1590	1.110542432
1591	1.11051695
1592	1.11047891
1593	1.110465413
1594	1.110455656
1595	1.110426401
1596	1.110399162
1597	1.110377881
1598	1.110368139
1599	1.110354252
1600	1.110343666
1601	1.110330572
1602	1.110309411
1603	1.110287249
1604	1.110261191
1605	1.110218533
1606	1.110197388
1607	1.110171357
1608	1.110138177
1609	1.110097004
1610	1.110086125
1611	1.110055007
1612	1.110028687
1613	1.11002123
1614	1.110001858
1615	1.109984775
1616	1.109963941
1617	1.109925449
1618	1.109909111
1619	1.109893543
1620	1.109853728
1621	1.109833733
1622	1.10980524
1623	1.109779987
1624	1.109758568
1625	1.10972916
1626	1.109698202
1627	1.109666918
1628	1.1096424
1629	1.109626166
1630	1.109602832
1631	1.109576801
1632	1.109567109
1633	1.109534917
1634	1.109521195
1635	1.109510006
1636	1.10948384
1637	1.109469333
1638	1.109454272
1639	1.109434801
1640	1.109396679
1641	1.109382671
1642	1.109368975
1643	1.109356751
1644	1.109331988
1645	1.109316188
1646	1.109289258
1647	1.10927982
1648	1.109267394
1649	1.109253524
1650	1.109242238
1651	1.10921846
1652	1.109202669
1653	1.109186845
1654	1.109154916
1655	1.109142887
1656	1.109121129
1657	1.109094678
1658	1.109060778
1659	1.109026721
1660	1.108982033
1661	1.108966682
1662	1.108948121
1663	1.108892291
