iter	MultiClass
348	1.095800106
349	1.064661598
350	1.106292005
351	1.094663289
352	1.083432083
353	1.094968189
354	1.076200557
355	1.081730948
356	1.08537578
357	1.143570223
358	1.15659134
359	1.11286662
360	1.07889064
361	1.09825684
362	1.103932715
363	1.131710132
364	1.111802735
365	1.09179959
366	1.100579066
367	1.09401401
368	1.109607148
369	1.103704326
370	1.164116414
371	1.156806005
372	1.103569189
373	1.057986717
374	1.126402036
375	1.118877152
376	1.178566294
377	1.108707474
378	1.06407258
379	1.074973326
380	1.128613436
381	1.130792721
382	1.130474714
383	1.050732615
384	1.084553633
385	1.081585953
386	1.067143621
387	1.069641617
388	1.120434662
389	1.117988016
390	1.116410937
391	1.088040242
392	1.119723199
393	1.119676079
394	1.058217012
395	1.120022775
396	1.088759918
397	1.062693125
398	1.084435874
399	1.105151763
400	1.101154068
401	1.08908744
402	1.079186757
403	1.088662665
404	1.144706694
405	1.126907922
406	1.082090891
407	1.095325577
408	1.06630844
409	1.125057995
410	1.077701747
411	1.064960495
412	1.086673173
413	1.081613888
414	1.114865855
415	1.127780656
416	1.084902261
417	1.093382102
418	1.078566169
419	1.075941137
420	1.098131222
421	1.068521037
422	1.060625926
423	1.119886791
424	1.144488039
425	1.132068412
426	1.099131847
427	1.081518559
428	1.07919941
429	1.094199463
430	1.096018807
431	1.074336799
432	1.096900971
433	1.102237094
434	1.119103345
435	1.11904576
436	1.078395694
437	1.039651924
438	1.105057205
439	1.105029191
440	1.072179257
441	1.106083031
442	1.0879013
443	1.065068961
444	1.068621419
445	1.092817306
446	1.094455515
447	1.074060636
448	1.073995386
449	1.072180602
450	1.083928658
451	1.098376252
452	1.048657221
453	1.089713025
454	1.118413785
455	1.088586303
456	1.11650635
457	1.127122204
458	1.12012205
459	1.121794321
460	1.140760267
461	1.115751996
462	1.141293615
463	1.122233345
464	1.073007369
465	1.077776913
466	1.061999547
467	1.087987966
468	1.117839962
469	1.079451075
470	1.094341452
471	1.068591477
472	1.071852388
473	1.093935922
474	1.097365825
475	1.105939947
476	1.104103232
477	1.104019632
478	1.106627819
479	1.106577587
480	1.106503124
481	1.1064103
482	1.104852369
483	1.070046157
484	1.076765378
485	1.076714884
486	1.071438089
487	1.077645073
488	1.065054278
489	1.0880114
490	1.104539666
491	1.101723505
492	1.070047559
493	1.105708576
494	1.11360134
495	1.10995809
496	1.146621808
497	1.129704313
498	1.057234982
499	1.080062687
500	1.089494038
501	1.110389784
502	1.106273725
503	1.057661081
504	1.060883125
505	1.090195338
506	1.177539616
507	1.114814342
508	1.116692505
509	1.09735449
510	1.136111188
511	1.169238456
512	1.162395869
513	1.178170921
514	1.173497252
515	1.221242421
516	1.198885306
517	1.154295357
518	1.139917065
519	1.142438896
520	1.185184044
521	1.145616667
522	1.142113125
523	1.181590772
524	1.137279991
525	1.152165016
526	1.147734008
527	1.124788444
528	1.110486301
529	1.095268494
530	1.179579905
531	1.118647349
532	1.122331149
533	1.158473769
534	1.270525044
535	1.197149461
536	1.233965909
537	1.266198876
538	1.215532291
539	1.180442157
540	1.172711626
541	1.203278761
542	1.176802201
543	1.172202938
544	1.151119567
545	1.139922954
546	1.135845227
547	1.164655186
548	1.218427224
549	1.235349327
550	1.165831771
551	1.234721757
552	1.165159659
553	1.204950996
554	1.218482762
555	1.189588747
556	1.172425414
557	1.186225458
558	1.18713981
559	1.220582385
560	1.167315403
561	1.190377604
562	1.167517509
563	1.199327571
564	1.192047543
565	1.180368507
566	1.160219853
567	1.189383665
568	1.184804833
569	1.194435475
570	1.213803175
571	1.169727706
572	1.193839613
573	1.177101755
574	1.171980884
575	1.196957057
576	1.152286537
577	1.181272626
578	1.162146653
579	1.175566291
580	1.18482906
581	1.16563553
582	1.166372861
583	1.188364196
584	1.186491602
585	1.184328604
586	1.218110232
587	1.151403525
588	1.169379478
589	1.18326987
590	1.189224136
591	1.286973685
592	1.287728744
593	1.36403605
594	1.355539601
595	1.347523904
596	1.319957889
597	1.319123538
598	1.303041854
599	1.340692921
600	1.359727376
601	1.316165792
602	1.369514892
603	1.359880754
604	1.291451509
605	1.355057554
606	1.405106479
607	1.392947527
608	1.408270074
609	1.546876845
610	1.49622834
611	1.418685109
612	1.52844972
613	1.5989875
614	1.546308114
615	1.496188988
616	1.545122389
617	1.564268579
618	1.526462654
619	1.503805346
620	1.503623084
621	1.507278258
622	1.632743443
623	1.632756827
624	1.646904725
625	1.628410555
626	1.630071235
627	1.686794026
628	1.675346534
629	1.769005485
630	1.731833216
631	1.79392639
632	1.774137206
633	1.849752171
634	1.921935534
635	1.899069778
636	1.891776268
637	1.932301309
638	2.004418732
639	2.272954143
640	2.346581111
641	2.397489154
642	2.482533403
643	2.646430059
644	2.552759593
645	3.124456368
646	3.155845822
647	2.982999349
648	3.412573204
649	3.207718599
650	3.331242146
651	4.002786753
652	3.652130135
653	3.577070129
654	3.641525635
655	3.743543172
656	3.74044027
657	3.945970645
658	4.218938773
659	4.647506633
660	4.755552037
661	4.87043767
662	4.806359769
663	5.19713704
664	5.260868026
665	5.075458561
666	5.522198406
667	5.43331264
668	6.055099216
669	6.077873237
670	6.33809956
671	6.85514686
672	7.714708396
673	9.432620445
674	10.77759918
675	11.52929296
676	11.37480813
677	13.15488367
678	13.72737691
679	14.54132517
680	17.45990585
681	17.28732742
682	19.28633231
683	21.72990607
684	28.60831107
685	31.1221271
686	30.56455778
687	36.65743841
688	49.00860657
689	53.49381781
690	58.40301216
691	66.07985804
692	70.77428873
693	95.20690459
694	81.44516985
695	84.02952583
696	89.18969526
697	98.27828636
698	99.61447557
699	120.7632029
700	121.5730512
701	133.7596618
702	139.2618788
703	165.0778405
704	197.0400576
705	213.5322448
706	214.2180551
707	270.1094677
708	309.0934757
709	269.3451153
710	278.3040687
711	273.7939162
712	288.2902735
713	310.4328533
714	321.6554111
715	327.8933577
716	361.1922663
717	367.3990952
718	407.6750244
719	395.027398
720	409.8959431
721	421.8949689
722	452.8768038
723	463.5868548
724	501.696931
725	491.4613176
726	528.3138293
727	612.6546266
728	609.9899585
729	617.5307543
730	645.0512164
731	656.9992414
732	700.6548731
733	743.4145198
734	862.6450652
735	906.2345366
736	1006.796876
737	1018.307748
738	1051.11453
739	1185.319193
740	1184.431294
741	1276.205007
742	1399.63486
743	1415.36352
744	1772.042488
745	1731.905278
746	1810.163212
747	1705.918371
748	1835.327625
749	1885.280212
750	1791.448567
751	1931.170161
752	1854.007975
753	1814.824474
754	1998.521562
755	2040.353991
756	2081.477668
757	1956.900844
758	2432.97099
759	2150.565261
760	2135.578553
761	2112.14815
762	2227.043227
763	2103.218353
764	2127.081945
765	2350.463315
766	2276.167923
767	2210.734383
768	2167.196759
769	2087.060626
770	2134.487214
771	2090.876506
772	2034.900145
773	1980.641407
774	2136.057662
775	2036.572521
776	2091.465271
777	1958.370771
778	2028.634222
779	2103.250919
780	1985.596044
781	2091.856565
782	1991.872138
783	1987.731231
784	1952.350227
785	2063.717022
786	2065.240462
787	2180.76439
788	2116.062974
789	2215.573141
790	2212.582311
791	2121.485163
792	2105.14535
793	2242.311139
794	2185.404243
795	2194.746061
796	2335.040473
797	2227.701829
798	2197.47933
799	2217.218422
800	2418.420709
801	2231.572388
802	2198.860339
803	2262.119771
804	2422.443086
805	2303.3952
806	2245.149332
807	2327.247439
808	2241.699144
809	2481.570715
810	2427.835305
811	2350.288274
812	2299.87258
813	2527.988368
814	2467.928204
815	2337.548512
816	2374.862542
817	2350.607554
818	2483.262332
819	2523.297829
820	2505.145582
821	2443.416715
822	2362.995227
823	2304.187902
824	2248.273866
825	2301.920411
826	2247.155553
827	2330.343226
828	2447.509925
829	2290.34756
830	2295.708653
831	2375.239944
832	2527.09068
833	2402.051727
834	2581.219303
835	2442.863361
836	2448.940211
837	2397.350713
838	2710.294283
839	2492.30175
840	2470.692781
841	2514.700968
842	2508.524347
843	2413.962956
844	2345.566075
845	2401.502658
846	2303.279645
847	2447.749718
848	2309.951987
849	2292.433949
850	2348.918969
851	2369.26828
852	2469.186955
853	2325.283033
854	2389.915352
855	2427.179813
856	2438.135121
857	2405.513984
858	2370.823691
859	2353.994007
860	2314.627068
861	2371.356232
862	2448.570872
863	2406.103977
864	2484.222496
865	2555.069821
866	2478.23411
867	2444.724243
868	2451.415543
869	2365.767159
870	2374.799848
871	2404.256449
872	2474.080423
873	2457.230015
874	2607.777933
875	2601.559951
876	2539.708486
877	2508.001194
878	2482.725091
879	2504.533063
880	2416.885288
881	2417.547952
882	2495.292331
883	2457.152511
884	2518.991645
885	2410.656931
886	2466.801318
887	2613.061349
888	2494.434443
889	2473.838633
890	2432.592892
891	2375.16071
892	2568.973632
893	2543.109518
894	2477.291588
895	2584.95571
896	2451.141976
897	2687.795595
898	2598.70072
899	2568.567672
900	2612.883681
901	2574.678803
902	2524.715493
903	2620.360454
904	2531.507888
905	2597.477066
906	2543.277142
907	2616.241202
908	2584.71662
909	2728.432772
910	2573.576056
911	2507.701807
912	2463.658107
913	2719.881699
914	2581.384365
915	2490.684974
916	2522.611131
917	2666.655974
918	2548.458389
919	2538.311348
920	2549.484662
921	2530.246174
922	2520.653474
923	2447.592665
924	2503.778866
925	2436.072782
926	2572.366676
927	2481.329038
928	2437.631774
929	2699.120032
930	2524.812386
931	2500.68573
932	2468.880567
933	2563.294554
934	2469.735743
935	2668.746771
936	2486.118514
937	2592.8029
938	2439.462506
939	2488.440354
940	2732.757975
941	2539.239521
942	2507.135981
943	2498.075612
944	2415.887703
945	2525.677601
946	2472.361845
947	2696.381136
948	2574.853974
949	2607.998762
950	2529.960747
951	2611.206355
952	2564.530502
953	2644.304803
954	2683.547265
955	2591.317274
956	2650.300237
957	2579.939939
958	2770.0173
959	2655.08372
960	2590.77283
961	2602.336676
962	2622.970083
963	2537.516171
964	2635.914333
965	2559.85036
966	2600.085087
967	2564.528372
968	2579.990875
969	2518.842713
970	2617.171819
971	2518.42527
972	2515.658958
973	2777.423585
974	2587.963476
975	2757.035712
976	2719.184853
977	2806.014416
978	2815.809035
979	2717.944586
980	2757.847366
981	2802.904744
982	2709.497019
983	2643.890102
984	2807.308496
985	2688.13479
986	2691.424467
987	2628.22604
988	2738.511611
989	2606.26848
990	2646.948703
991	2632.231335
992	2639.614541
993	2752.802404
994	2643.456821
995	2574.959268
996	2654.992534
997	2565.522583
998	2727.957235
999	2582.425227
1000	2628.344889
1001	2636.413785
1002	2685.811505
1003	2663.162331
1004	2688.394007
1005	2651.774777
1006	2714.707195
1007	3041.665656
1008	2741.974528
1009	2685.970119
1010	2644.622348
1011	2754.185144
1012	2776.175897
1013	2685.303007
1014	2755.116018
1015	2729.117207
1016	2756.049425
1017	2908.569299
1018	2780.07267
1019	2778.169044
1020	2788.0682
1021	2788.964756
1022	2698.411349
1023	2835.753315
1024	2860.136002
1025	2735.977828
1026	2642.954937
1027	2615.670288
1028	2545.126663
1029	2607.949445
1030	2567.3601
1031	2607.621697
1032	2575.641967
1033	2621.237888
1034	2593.52021
1035	2809.344647
1036	2722.413459
1037	2678.395706
1038	3223.824591
1039	3085.329668
1040	2983.561716
1041	2869.279556
1042	3029.318249
1043	3062.500716
1044	3098.954349
1045	3042.558423
1046	3032.938799
1047	3167.805551
1048	3015.666904
1049	2964.600486
1050	2881.803562
1051	2837.729109
1052	2931.748293
1053	2851.925197
1054	2902.042317
1055	2829.521542
1056	2850.870861
1057	2809.569909
1058	2857.324523
1059	2782.741689
1060	3037.32771
1061	2909.124925
1062	2873.772619
1063	2807.114698
1064	2905.355824
1065	2951.396416
1066	2850.691348
1067	2798.626708
1068	3078.538152
1069	2843.821336
1070	2773.29325
1071	2798.063467
1072	2687.861086
1073	3073.190754
1074	2907.89575
1075	2871.794995
1076	2952.183553
1077	2953.286548
1078	2849.47325
1079	2912.721653
1080	2825.470506
1081	2840.97246
1082	2838.599989
1083	2814.766906
1084	2934.625359
1085	2881.937359
1086	2877.471708
1087	2770.833684
1088	2809.745391
1089	2752.606963
1090	2769.597934
1091	2795.164078
1092	2817.24847
1093	2880.52131
1094	2850.615447
1095	2816.057022
1096	2966.673888
1097	2884.666416
1098	2982.469535
1099	2909.186406
1100	2885.074478
1101	2970.833883
1102	2846.222758
1103	2978.625
1104	2893.426738
1105	2902.22641
1106	2934.845325
1107	2927.079724
1108	3163.71832
1109	2957.082369
1110	2891.900547
1111	2939.477079
1112	2886.874328
1113	2856.047618
1114	2974.960486
1115	2844.780726
1116	2989.889542
1117	2915.552012
1118	2906.519183
1119	2873.92277
1120	2953.116935
1121	3015.744826
1122	2948.244225
1123	3054.595528
1124	3004.744737
1125	3014.971844
1126	3065.236983
1127	3004.059264
1128	2964.482278
1129	2933.050592
1130	3014.073525
1131	2887.463851
1132	2872.159827
1133	2842.421406
1134	3042.389513
1135	2883.584111
1136	3010.91867
1137	3089.693645
1138	3007.552548
1139	2909.537199
1140	2940.077811
1141	3048.241062
1142	2929.415033
1143	2943.685165
1144	2916.340459
1145	2882.643226
1146	2937.103053
1147	2802.780415
1148	2848.921102
1149	2814.073229
1150	2845.904398
1151	2826.431177
1152	2902.484454
1153	3005.558718
1154	2997.087393
1155	2982.429429
1156	3221.76028
1157	3038.316811
1158	3109.41569
1159	3046.867833
1160	2946.148304
1161	2985.4385
1162	2925.409916
1163	2952.39787
1164	3021.931873
1165	2892.123455
1166	3011.989025
1167	2919.771531
1168	2860.281572
1169	2947.535176
1170	2876.757157
1171	2903.009783
1172	2843.543607
1173	2803.64641
1174	2759.952151
1175	2713.621103
1176	2832.241996
1177	2737.920512
1178	2889.698461
1179	2791.615126
1180	2827.543233
1181	2785.605683
1182	2885.233659
1183	2840.461249
1184	2921.16205
1185	2927.511796
1186	2815.049599
1187	3148.658257
1188	2973.742481
1189	3080.961243
1190	3096.456603
1191	3015.203719
1192	2984.40415
1193	2993.899145
1194	2914.942885
1195	3035.346175
1196	2934.872207
1197	2888.805485
1198	2857.13881
1199	2786.104661
1200	2910.911007
1201	2798.05321
1202	2905.554186
1203	2874.059523
1204	2870.922827
1205	2816.609605
1206	3015.918261
1207	2873.181167
1208	2987.182062
1209	2900.538325
1210	2923.698581
1211	2836.196695
1212	2938.476209
1213	2843.14697
1214	2912.038005
1215	2929.891145
1216	2844.213284
1217	2885.297999
1218	2940.672358
1219	2857.622295
1220	2845.516318
1221	2894.809854
1222	2918.462741
1223	2894.346233
1224	3230.055678
1225	3013.614289
1226	2915.595741
1227	2915.213183
1228	2908.587995
1229	2941.34224
1230	2877.587253
1231	2946.55815
1232	2863.68303
1233	2986.104504
1234	2906.568518
1235	2957.110799
1236	2923.402935
1237	2972.064752
1238	2853.44763
1239	2937.753364
1240	2887.333792
1241	3054.391601
1242	2906.331137
1243	3026.506609
1244	3129.379446
1245	3016.412305
1246	2998.729633
1247	2889.361011
1248	2875.995215
1249	2866.753157
1250	2931.603673
1251	2868.25914
1252	2868.811268
1253	2872.797044
1254	2922.324167
1255	2875.711681
1256	2891.140732
1257	2900.147566
1258	3055.203197
1259	3030.312227
1260	3089.82523
1261	2990.142194
1262	2894.542198
1263	3118.906315
1264	2984.372041
1265	2941.949395
1266	2951.603537
1267	2922.008346
1268	2846.049553
1269	2882.989962
1270	2904.927945
1271	2907.282588
1272	2988.568456
1273	2881.95184
1274	2945.331662
1275	2870.840791
1276	2847.893123
1277	2935.492516
1278	2904.535957
1279	2889.824046
1280	2913.386137
1281	2899.15073
1282	2869.060988
1283	2875.0174
1284	2910.249041
1285	2887.284789
1286	2866.723054
1287	3006.609967
1288	2960.359549
1289	2942.393544
1290	2914.630162
1291	3047.808507
1292	2912.428628
1293	2908.833982
1294	2965.112247
1295	2885.657583
1296	2960.348592
1297	2893.069519
1298	2836.44767
1299	2853.002218
1300	2958.187753
1301	2994.655998
1302	3010.10998
1303	2973.673756
1304	3225.434522
1305	3060.780549
1306	3005.395975
1307	2946.826634
1308	2939.964045
1309	3023.781624
1310	3106.42544
1311	3041.60981
1312	3104.009992
1313	3003.698486
1314	2996.378099
1315	3054.992656
1316	3065.546724
1317	3027.114027
1318	3065.798061
1319	2931.786865
1320	3079.50186
1321	2964.211103
1322	3074.878214
1323	3010.127055
1324	3101.513323
1325	3067.505826
1326	3079.567101
1327	2947.726206
1328	2939.576853
1329	2906.861404
1330	2931.086095
1331	2981.680833
1332	3013.956689
1333	2957.018459
1334	2960.905772
1335	2923.132847
1336	2982.393142
1337	2855.26445
1338	2873.780527
1339	2937.653228
1340	2872.021503
1341	2805.430328
1342	2865.079764
1343	2857.821893
1344	2815.462803
1345	2940.404115
1346	2884.857122
1347	2836.841029
1348	2885.148399
1349	2833.15539
1350	2820.961652
1351	2888.893248
1352	2836.137302
1353	2975.003483
1354	2819.038469
1355	3087.488211
1356	3150.393926
1357	3078.052516
1358	3056.429515
1359	3061.662789
1360	2943.605567
1361	3053.078886
1362	3102.912827
1363	2949.19008
1364	2888.919844
1365	2840.778161
1366	2855.060321
1367	2911.266629
1368	2801.260732
1369	3125.399354
1370	2964.726378
1371	2925.437601
1372	2944.569976
1373	3012.451004
1374	3008.684815
1375	3099.204701
1376	3016.006525
1377	2996.048386
1378	2941.220612
1379	2858.822652
1380	2914.83155
1381	3049.117956
1382	3005.733189
1383	3015.134878
1384	2933.53493
1385	2910.000323
1386	2967.976465
1387	2987.8406
1388	2937.700764
1389	2946.032289
1390	3151.635066
1391	2984.335828
1392	3079.931824
1393	2988.356315
1394	2993.032836
1395	2982.962712
1396	3115.325502
1397	3004.426009
1398	2999.544484
1399	2918.45601
1400	3078.874443
1401	3017.63671
1402	3028.450337
1403	2991.166155
1404	3129.358871
1405	3041.576233
1406	3048.611759
1407	3049.692869
1408	3066.790023
1409	3064.781712
1410	3052.720359
1411	2989.839313
1412	2998.053507
1413	2909.482345
1414	2994.514069
1415	2956.689937
1416	3058.53272
1417	2932.381906
1418	3068.879289
1419	2970.482193
1420	3042.937912
1421	3063.471462
1422	2962.925166
1423	2944.33217
1424	2887.191987
1425	2893.85716
1426	2937.755385
1427	2873.482519
1428	2832.168627
1429	2882.968367
1430	2897.503028
1431	2895.535741
1432	2911.560062
1433	2986.998041
1434	2926.533884
1435	2859.323933
1436	2892.64023
1437	2883.468248
1438	2888.230908
1439	2866.560505
1440	2866.231792
1441	2937.350869
1442	3256.933649
1443	3045.634132
1444	2971.78517
1445	2989.263309
1446	3117.769022
1447	3018.356529
1448	3028.891443
1449	2964.093203
1450	2977.676317
1451	3150.903631
1452	3033.435911
1453	2982.576798
1454	3043.259342
1455	3089.842528
1456	3019.027621
1457	2958.33352
1458	2928.827563
1459	2900.992815
1460	2877.123161
1461	2953.350895
1462	2997.529797
1463	3042.589877
1464	3000.856247
1465	3059.601016
1466	3082.666269
1467	3248.785818
1468	3136.241509
1469	3098.813113
1470	3140.670619
1471	3044.059673
1472	3055.565949
1473	2954.151263
1474	3021.732885
1475	3133.347606
1476	2982.286787
1477	2918.721864
1478	2996.09929
1479	2904.190006
1480	3049.974321
1481	2957.959299
1482	3034.581093
1483	2971.088992
1484	3030.083729
1485	3085.675136
1486	3066.37669
1487	3018.04001
1488	3146.974263
1489	3053.369753
1490	3247.725358
1491	3112.406418
1492	3061.438234
1493	2978.436585
1494	3087.563101
1495	2952.905077
1496	3123.609299
1497	2969.322601
1498	2933.234892
1499	3172.841795
1500	3026.747702
1501	3094.02087
1502	3057.381279
1503	3133.940689
1504	3223.270978
1505	3118.113451
1506	2995.045714
1507	3121.317532
1508	3083.241192
1509	3072.93144
1510	3033.590902
1511	3022.189645
1512	2967.73071
1513	3083.148461
1514	3012.98626
1515	2993.289194
1516	3024.022342
1517	3051.90578
1518	3007.344234
1519	2965.264372
1520	2901.529732
1521	2965.564517
1522	2897.818189
1523	2959.142524
1524	3093.704906
1525	2942.129922
1526	2976.239412
1527	2933.626098
1528	2902.914932
1529	2974.708416
1530	2926.568674
1531	2930.803176
1532	2863.594193
1533	2959.722713
1534	2979.82248
1535	2947.706294
1536	3131.877516
1537	2952.222272
1538	3045.222333
1539	2945.576806
1540	2885.431018
1541	2905.838015
1542	2994.17982
1543	2905.139233
1544	2987.183742
1545	2858.816978
1546	3100.537004
1547	2978.108244
1548	3066.360339
1549	2957.39706
1550	2905.831637
1551	2949.479593
1552	3173.569733
1553	3095.767092
1554	3064.925495
1555	3069.948847
1556	2987.48275
1557	2971.53941
1558	2997.743351
1559	3145.895784
1560	3052.327052
1561	3200.049764
1562	3054.506961
1563	3005.046385
1564	3077.860534
1565	3044.450316
1566	3048.206553
1567	3006.670873
1568	3025.287963
1569	3173.945146
1570	3068.590787
1571	3044.442493
1572	3021.896261
1573	3088.519396
1574	3036.96087
1575	3038.526342
1576	3131.715715
1577	3004.717179
1578	3089.914102
1579	3123.486348
1580	3108.978479
1581	3044.244554
1582	3128.325921
1583	3057.278414
1584	3055.131941
1585	2997.724231
1586	2984.031572
1587	3159.398791
1588	3023.603616
1589	3081.234447
1590	3008.403531
1591	3162.054034
1592	3054.538136
1593	3056.557049
1594	3105.438687
1595	3077.523779
1596	3070.520806
1597	3112.450415
1598	3104.758415
1599	3002.61251
1600	3001.733363
1601	3103.712976
1602	3016.477755
1603	3020.031796
1604	2999.876953
1605	3073.935252
1606	2989.067458
1607	3122.450616
1608	3047.050648
1609	3231.076158
1610	3065.276544
1611	2975.964374
1612	2905.524703
1613	2992.989131
1614	3052.522021
1615	2979.056921
1616	3225.496863
1617	3055.245542
1618	3074.296658
1619	3020.829563
1620	3056.63686
1621	2965.844734
1622	2977.979857
1623	3002.181155
1624	3072.187622
1625	3261.449486
1626	3092.152951
1627	3052.922572
1628	3083.86838
1629	3140.46793
1630	3007.993022
1631	3005.690846
1632	3109.768509
1633	3011.398008
1634	3006.138482
1635	2987.059177
1636	2974.172406
1637	2885.711005
1638	2909.656837
1639	2863.100817
1640	2951.950275
1641	2902.343148
1642	2890.102996
1643	2891.529141
1644	2840.486501
1645	2905.267311
1646	3198.668447
1647	3122.679458
1648	3126.28857
1649	3061.05124
1650	3075.683936
1651	3046.090479
1652	3371.249788
1653	3149.804124
1654	3199.572569
1655	3037.101494
1656	3229.782595
1657	3074.437743
1658	3416.402934
1659	3190.067865
1660	3171.700196
1661	3221.406161
1662	3131.836128
1663	3151.990856
