iter	Passed	Remaining
1382	5313109	6212073
1383	5316610	6207833
1384	5320225	6203728
1385	5323815	6199594
1386	5327427	6195487
1387	5330928	6191251
1388	5334514	6187115
1389	5337988	6182850
1390	5341503	6178633
1391	5345203	6174631
1392	5348664	6170354
1393	5352302	6166282
1394	5355873	6162133
1395	5359485	6158033
1396	5362907	6153715
1397	5366434	6149518
1398	5369912	6145267
1399	5373549	6141199
1400	5377085	6137016
1401	5380578	6132785
1402	5384119	6128608
1403	5387769	6124558
1404	5391229	6120292
1405	5394770	6116119
1406	5398361	6112004
1407	5401924	6107857
1408	5405376	6103586
1409	5408905	6099403
1410	5412550	6095352
1411	5416099	6091193
1412	5419585	6086965
1413	5423320	6083017
1414	5426786	6078768
1415	5430364	6074644
1416	5433856	6070427
1417	5437459	6066333
1418	5440959	6062125
1419	5444543	6058013
1420	5447989	6053747
1421	5451481	6049534
1422	5455148	6045515
1423	5458700	6041370
1424	5462279	6037256
1425	5465909	6033198
1426	5469381	6028968
1427	5472979	6024877
1428	5476618	6020830
1429	5480184	6016706
1430	5483726	6012555
1431	5487307	6008448
1432	5490837	6004286
1433	5494343	6000099
1434	5497950	5996022
1435	5501524	5991911
1436	5504999	5987692
1437	5508570	5983579
1438	5512100	5979422
1439	5515648	5975285
1440	5519254	5971213
1441	5522808	5967084
1442	5526289	5962877
1443	5529941	5958856
1444	5533502	5954738
1445	5537072	5950629
1446	5540613	5946490
1447	5544270	5942478
1448	5547781	5938309
1449	5551431	5934288
1450	5555008	5930191
1451	5558463	5925965
1452	5561970	5921795
1453	5565510	5917661
1454	5569001	5913475
1455	5572639	5909447
1456	5576272	5905413
1457	5579872	5901346
1458	5583514	5897323
1459	5587189	5893336
1460	5590725	5889203
1461	5594197	5885004
1462	5597761	5880901
1463	5601281	5876754
1464	5604854	5872663
1465	5608385	5868528
1466	5611918	5864397
1467	5615397	5860210
1468	5618935	5856086
1469	5622420	5851907
1470	5625944	5847770
1471	5629600	5843769
1472	5633115	5839624
1473	5636801	5835657
1474	5640294	5831491
1475	5643785	5827323
1476	5647467	5823353
1477	5651016	5819247
1478	5654548	5815124
1479	5658234	5811160
1480	5661685	5806954
1481	5665278	5802896
1482	5668843	5798810
1483	5672381	5794696
1484	5675912	5790577
1485	5679463	5786478
1486	5683068	5782435
1487	5686614	5778333
1488	5690159	5774232
1489	5693810	5770237
1490	5697328	5766109
1491	5700985	5762122
1492	5704564	5758056
1493	5708281	5754130
1494	5711715	5749920
1495	5715439	5746003
1496	5718964	5741885
1497	5722615	5737895
1498	5726259	5733899
1499	5729716	5729716
1500	5733363	5725724
1501	5736784	5721507
1502	5740389	5717473
1503	5743983	5713430
1504	5747532	5709343
1505	5751127	5705301
1506	5754731	5701269
1507	5758179	5697085
1508	5761770	5693041
1509	5765402	5689039
1510	5768881	5684887
1511	5772492	5680866
1512	5776021	5676763
1513	5779467	5672581
1514	5783121	5668604
1515	5786637	5664492
1516	5790130	5660358
1517	5793679	5656280
1518	5797227	5652201
1519	5800750	5648099
1520	5804333	5644056
1521	5807748	5639850
1522	5811298	5635776
1523	5814810	5631667
1524	5818263	5627500
1525	5821954	5623565
1526	5825420	5619413
1527	5828985	5615357
1528	5832552	5611304
1529	5836143	5607275
1530	5839706	5603219
1531	5843320	5599212
1532	5846998	5595268
1533	5850494	5591150
1534	5854064	5587103
1535	5857557	5582984
1536	5861049	5578865
1537	5864692	5574889
1538	5868154	5570742
1539	5871659	5566638
1540	5875273	5562636
1541	5878799	5558553
1542	5882330	5554475
1543	5885962	5550492
1544	5889443	5546369
1545	5893086	5542398
1546	5896583	5538290
1547	5900183	5534281
1548	5903713	5530205
1549	5907352	5526233
1550	5910919	5522193
1551	5914458	5518128
1552	5917933	5514005
1553	5921455	5509925
1554	5924988	5505857
1555	5928522	5501790
1556	5932084	5497750
1557	5935570	5493640
1558	5939077	5489551
1559	5942677	5485548
1560	5946227	5481499
1561	5949678	5477361
1562	5953354	5473429
1563	5956972	5469445
1564	5960557	5465430
1565	5964040	5461324
1566	5967552	5457245
1567	5971120	5453217
1568	5974675	5449178
1569	5978105	5445025
1570	5981647	5440976
1571	5985140	5436883
1572	5988696	5432847
1573	5992222	5428786
1574	5995810	5424781
1575	5999369	5420750
1576	6002868	5416665
1577	6006528	5412727
1578	6010006	5408625
1579	6013492	5404531
1580	6017037	5400491
1581	6020646	5396508
1582	6024198	5392476
1583	6027722	5388418
1584	6031333	5384440
1585	6034890	5380413
1586	6038478	5376414
1587	6041854	5372228
1588	6045503	5368285
1589	6049001	5364208
1590	6052635	5360253
1591	6056151	5356193
1592	6059716	5352179
1593	6063350	5348224
1594	6066862	5344163
1595	6070359	5340090
1596	6073967	5336115
1597	6077472	5332050
1598	6081020	5328023
1599	6084693	5324107
1600	6088356	5320181
1601	6091966	5316210
1602	6095588	5312250
1603	6099094	5308189
1604	6102605	5304133
1605	6106174	5300129
1606	6109835	5296204
1607	6113284	5292097
1608	6116890	5288126
1609	6120371	5284047
1610	6124039	5280131
1611	6127775	5276272
1612	6131417	5272334
1613	6134936	5268290
1614	6138459	5264251
1615	6142147	5260353
1616	6145556	5256218
1617	6149269	5252343
1618	6152790	5248303
1619	6156493	5244420
1620	6160062	5240423
1621	6163637	5236431
1622	6167225	5232451
1623	6170834	5228490
1624	6174387	5224481
1625	6177954	5220485
1626	6181587	5216545
1627	6185173	5212566
1628	6188646	5208492
1629	6192165	5204458
1630	6195889	5200596
1631	6199445	5196593
1632	6202904	5192511
1633	6206420	5188476
1634	6209964	5184466
1635	6213433	5180392
1636	6217030	5176427
1637	6220604	5172443
1638	6224219	5168495
1639	6227863	5164569
1640	6231410	5160564
1641	6235013	5156606
1642	6238606	5152640
1643	6242169	5148650
1644	6245822	5144735
1645	6249347	5140714
1646	6252867	5136690
1647	6256455	5132722
1648	6259978	5128702
1649	6263627	5124785
1650	6267154	5120770
1651	6270661	5116738
1652	6274157	5112698
1653	6277807	5108784
1654	6281405	5104828
1655	6285058	5100917
1656	6288550	5096876
1657	6292155	5092926
1658	6295577	5088830
1659	6299279	5084960
1660	6302765	5080916
1661	6306325	5076933
1662	6309971	5073019
1663	6313563	5069063
1664	6316998	5064980
1665	6320637	5061062
1666	6324286	5057152
1667	6327807	5053140
1668	6331262	5049077
1669	6334881	5045145
1670	6338341	5041087
1671	6341913	5037118
1672	6345513	5033172
1673	6349091	5029208
1674	6352531	5025136
1675	6356172	5021224
1676	6359814	5017313
1677	6363349	5013318
1678	6366942	5009369
1679	6370382	5005300
1680	6374059	5001418
1681	6377590	4997422
1682	6381163	4993459
1683	6384609	4989397
1684	6388171	4985427
1685	6391762	4981480
1686	6395266	4977465
1687	6398821	4973491
1688	6402269	4969434
1689	6405902	4965522
1690	6409449	4961542
1691	6413103	4957647
1692	6416542	4953586
1693	6420101	4949618
1694	6423695	4945676
1695	6427316	4941757
1696	6430922	4937826
1697	6434376	4933779
1698	6438088	4929930
1699	6441542	4925885
1700	6445197	4921994
1701	6448628	4917931
1702	6452151	4913940
1703	6455685	4909958
1704	6459198	4905959
1705	6462890	4902098
1706	6466480	4898159
1707	6469969	4894145
1708	6473518	4890176
1709	6477069	4886210
1710	6480618	4882242
1711	6484217	4878313
1712	6487702	4874298
1713	6491449	4870480
1714	6494987	4866506
1715	6498608	4862595
1716	6502111	4858596
1717	6505687	4854651
1718	6509264	4850708
1719	6512763	4846707
1720	6516299	4842734
1721	6519839	4838765
1722	6523267	4834714
1723	6526863	4830787
1724	6530433	4826842
1725	6534033	4822919
1726	6537513	4818908
1727	6541089	4814969
1728	6544646	4811015
1729	6548310	4807141
1730	6551820	4803154
1731	6555385	4799208
1732	6558886	4795215
1733	6562502	4791308
1734	6566059	4787357
1735	6569699	4783467
1736	6573240	4779506
1737	6576828	4775579
1738	6580386	4771631
1739	6583936	4767677
1740	6587509	4763741
1741	6591033	4759770
1742	6594561	4755802
1743	6598260	4751958
1744	6601666	4747903
1745	6605318	4744025
1746	6608850	4740062
1747	6612431	4736135
1748	6615914	4732137
1749	6619542	4728244
1750	6623093	4724296
1751	6626679	4720374
1752	6630295	4716473
1753	6633790	4712487
1754	6637480	4708640
1755	6641068	4704720
1756	6644650	4700796
1757	6648309	4696928
1758	6651865	4692987
1759	6655399	4689031
1760	6658860	4685024
1761	6662543	4681174
1762	6666042	4677194
1763	6669626	4673275
1764	6673112	4669288
1765	6676667	4665349
1766	6680237	4661421
1767	6683714	4657430
1768	6687388	4653575
1769	6690956	4649647
1770	6694530	4645724
1771	6698042	4641758
1772	6701726	4637912
1773	6705231	4633942
1774	6708760	4629989
1775	6712290	4626037
1776	6715899	4622141
1777	6719446	4618202
1778	6722980	4614254
1779	6726555	4610335
1780	6730124	4606413
1781	6733653	4602463
1782	6737199	4598526
1783	6740762	4594600
1784	6744377	4590710
1785	6747961	4586800
1786	6751551	4582894
1787	6755142	4578989
1788	6758640	4575021
1789	6762211	4571103
1790	6765782	4567186
1791	6769282	4563221
1792	6772932	4559358
1793	6776504	4555443
1794	6780039	4551502
1795	6783528	4547532
1796	6787170	4543664
1797	6790763	4539765
1798	6794396	4535892
1799	6797984	4531989
1800	6801502	4528040
1801	6805175	4524195
1802	6808769	4520297
1803	6812267	4516337
1804	6815809	4512405
1805	6819396	4508504
1806	6822958	4504587
1807	6826544	4500686
1808	6830230	4496851
1809	6833776	4492924
1810	6837359	4489022
1811	6840960	4485133
1812	6844643	4481297
1813	6848300	4477444
1814	6851861	4473529
1815	6855458	4469638
1816	6859031	4465731
1817	6862425	4461708
1818	6866045	4457833
1819	6869539	4453877
1820	6873259	4450067
1821	6876704	4446080
1822	6880397	4442253
1823	6883898	4438303
1824	6887438	4434378
1825	6890970	4430448
1826	6894480	4426505
1827	6898060	4422607
1828	6901595	4418681
1829	6905175	4414784
1830	6908677	4410837
1831	6912167	4406884
1832	6915686	4402949
1833	6919237	4399035
1834	6922770	4395110
1835	6926326	4391200
1836	6929785	4387229
1837	6933461	4383395
1838	6936970	4379457
1839	6940559	4375570
1840	6944137	4371675
1841	6947707	4367777
1842	6951161	4363805
1843	6954721	4359901
1844	6958219	4355958
1845	6961798	4352067
1846	6965314	4348136
1847	6968880	4344237
1848	6972399	4340309
1849	6975998	4336431
1850	6979549	4332524
1851	6983171	4328661
1852	6986761	4324779
1853	6990198	4320802
1854	6993813	4316936
1855	6997355	4313024
1856	7000909	4309122
1857	7004393	4305176
1858	7007952	4301276
1859	7011677	4297479
1860	7015239	4293582
1861	7018825	4289701
1862	7022273	4285735
1863	7025882	4281868
1864	7029461	4277983
1865	7033071	4274117
1866	7036593	4270198
1867	7040324	4266406
1868	7043842	4262485
1869	7047300	4258528
1870	7050845	4254625
1871	7054363	4250706
1872	7057917	4246808
1873	7061519	4242940
1874	7065149	4239089
1875	7068663	4235169
1876	7072222	4231276
1877	7075716	4227344
1878	7079319	4223479
1879	7082907	4219604
1880	7086420	4215685
1881	7090209	4211930
1882	7093740	4208023
1883	7097297	4204131
1884	7100895	4200264
1885	7104337	4196305
1886	7107940	4192441
1887	7111399	4188494
1888	7115021	4184641
1889	7118610	4180771
1890	7122130	4176860
1891	7125631	4172938
1892	7129256	4169089
1893	7132912	4165259
1894	7136408	4161335
1895	7140108	4157531
1896	7143636	4153627
1897	7147096	4149683
1898	7150645	4145792
1899	7154290	4141957
1900	7157790	4138038
1901	7161288	4134118
1902	7164938	4130287
1903	7168476	4126392
1904	7172039	4122511
1905	7175541	4118595
1906	7179092	4114707
1907	7182614	4110804
1908	7186090	4106874
1909	7189740	4103045
1910	7193357	4099197
1911	7196874	4095292
1912	7200450	4091421
1913	7203965	4087516
1914	7207479	4083610
1915	7211016	4079719
1916	7214573	4075839
1917	7218096	4071939
1918	7221696	4068084
1919	7225213	4064182
1920	7228776	4060306
1921	7232446	4056492
1922	7235989	4052605
1923	7239469	4048684
1924	7243095	4044845
1925	7246686	4040987
1926	7250246	4037111
1927	7253851	4033261
1928	7257327	4029340
1929	7261017	4025538
1930	7264575	4021662
1931	7268110	4017775
1932	7271537	4013828
1933	7275254	4010041
1934	7278792	4006157
1935	7282312	4002262
1936	7285906	3998409
1937	7289450	3994528
1938	7293023	3990664
1939	7296615	3986810
1940	7300182	3982943
1941	7303690	3979044
1942	7307356	3975231
1943	7310948	3971379
1944	7314524	3967518
1945	7318153	3963686
1946	7321650	3959783
1947	7325188	3955902
1948	7328775	3952048
1949	7332319	3948172
1950	7335975	3944355
1951	7339525	3940482
1952	7343054	3936599
1953	7346603	3932726
1954	7350070	3928810
1955	7353640	3924949
1956	7357152	3921057
1957	7360673	3917171
1958	7364151	3913262
1959	7367710	3909397
1960	7371374	3905588
1961	7374980	3901747
1962	7378503	3897864
1963	7382095	3894017
1964	7385574	3890111
1965	7389157	3886261
1966	7392668	3882372
1967	7396106	3878446
1968	7399633	3874567
1969	7403238	3870728
1970	7406691	3866811
1971	7410350	3863001
1972	7413896	3859134
1973	7417430	3855260
1974	7420993	3851401
1975	7424511	3847519
1976	7428051	3843650
1977	7431625	3839798
1978	7435169	3835931
1979	7438787	3832102
1980	7442384	3828263
1981	7446022	3824445
1982	7449647	3820621
1983	7453150	3816734
1984	7456682	3812862
1985	7460327	3809049
1986	7463894	3805196
1987	7467411	3801318
1988	7470964	3797458
1989	7474576	3793629
1990	7478168	3789789
1991	7481693	3785917
1992	7485222	3782046
1993	7488810	3778206
1994	7492309	3774321
1995	7496004	3770535
1996	7499430	3766614
1997	7503069	3762800
1998	7506655	3758960
1999	7510162	3755081
2000	7513722	3751228
2001	7517269	3747370
2002	7520783	3743495
2003	7524335	3739639
2004	7527942	3735812
2005	7531447	3731933
2006	7535104	3728131
2007	7538702	3724299
2008	7542184	3720410
2009	7545677	3716527
2010	7549293	3712705
2011	7552745	3708803
2012	7556377	3704989
2013	7559881	3701113
2014	7563422	3697255
2015	7566895	3693365
2016	7570493	3689536
2017	7573955	3685641
2018	7577589	3681830
2019	7581080	3677949
2020	7584624	3674095
2021	7588158	3670236
2022	7591705	3666384
2023	7595279	3662545
2024	7598787	3658675
2025	7602392	3654852
2026	7605891	3650977
2027	7609537	3647174
2028	7613020	3643293
2029	7616558	3639439
2030	7620156	3635613
2031	7623695	3631760
2032	7627232	3627906
2033	7630816	3624074
2034	7634334	3620212
2035	7637842	3616345
2036	7641429	3612516
2037	7644957	3608660
2038	7648567	3604842
2039	7652162	3601017
2040	7655750	3597189
2041	7659305	3593347
2042	7662873	3589510
2043	7666390	3585650
2044	7669918	3581795
2045	7673517	3577974
2046	7676941	3574071
2047	7680563	3570261
2048	7684049	3566388
2049	7687586	3562540
2050	7691082	3558672
2051	7694695	3554859
2052	7698248	3551018
2053	7701819	3547186
2054	7705374	3543347
2055	7708863	3539478
2056	7712398	3535630
2057	7716075	3531848
2058	7719567	3527981
2059	7723162	3524161
2060	7726781	3520353
2061	7730240	3516472
2062	7733797	3512635
2063	7737336	3508791
2064	7740766	3504899
2065	7744412	3501104
2066	7748054	3497307
2067	7751509	3493427
2068	7755141	3489626
2069	7758630	3485761
2070	7762319	3481987
2071	7765836	3478135
2072	7769387	3474299
2073	7772918	3470454
2074	7776509	3466636
2075	7780069	3462805
2076	7783657	3458986
2077	7787154	3455128
2078	7790685	3451284
2079	7794277	3447468
2080	7797801	3443622
2081	7801335	3439782
2082	7804991	3435995
2083	7808454	3432122
2084	7812155	3428355
2085	7815631	3424490
2086	7819182	3420658
2087	7822745	3416831
2088	7826385	3413038
2089	7829994	3409232
2090	7833504	3405382
2091	7837047	3401548
2092	7840646	3397738
2093	7844170	3393896
2094	7847670	3390043
2095	7851286	3386241
2096	7854840	3382413
2097	7858339	3378561
2098	7861964	3374764
2099	7865436	3370901
2100	7868904	3367037
2101	7872421	3363194
2102	7875974	3359367
2103	7879484	3355521
2104	7883064	3351706
2105	7886536	3347845
2106	7890184	3344060
2107	7893731	3340231
2108	7897256	3336394
2109	7900765	3332550
2110	7904322	3328727
2111	7907891	3324908
2112	7911456	3321089
2113	7915052	3317282
2114	7918562	3313440
2115	7922067	3309597
2116	7925633	3305778
2117	7929211	3301966
2118	7932863	3298184
2119	7936478	3294387
2120	7940044	3290570
2121	7943546	3286726
2122	7947141	3282921
2123	7950702	3279103
2124	7954316	3275306
2125	7957927	3271509
2126	7961475	3267685
2127	7965164	3263920
2128	7968707	3260096
2129	7972248	3256270
2130	7975838	3252465
2131	7979371	3248637
2132	7982999	3244847
2133	7986437	3240981
2134	7990032	3237179
2135	7993489	3233321
2136	7997080	3229518
2137	8000504	3225647
2138	8004002	3221807
2139	8007612	3218012
2140	8011062	3214153
2141	8014714	3210375
2142	8018227	3206542
2143	8021868	3202761
2144	8025405	3198937
2145	8029053	3195159
2146	8032506	3191303
2147	8036020	3187471
2148	8039626	3183677
2149	8043152	3179850
2150	8046609	3175997
2151	8050314	3172243
2152	8053922	3168449
2153	8057446	3164623
2154	8061176	3160878
2155	8064718	3157060
2156	8068254	3153240
2157	8071729	3149395
2158	8075396	3145626
2159	8079052	3141853
2160	8082643	3138055
2161	8086272	3134272
2162	8089702	3130411
2163	8093241	3126594
2164	8096742	3122761
2165	8100192	3118910
2166	8103832	3115132
2167	8107408	3111330
2168	8110933	3107508
2169	8114506	3103705
2170	8117984	3099866
2171	8121608	3096082
2172	8125157	3092271
2173	8128777	3088486
2174	8132251	3084647
2175	8135797	3080834
2176	8139405	3077046
2177	8142975	3073244
2178	8146545	3069441
2179	8150232	3065683
2180	8153744	3061860
2181	8157189	3058011
2182	8160829	3054236
2183	8164325	3050407
2184	8167944	3046624
2185	8171441	3042796
2186	8175115	3039034
2187	8178663	3035226
2188	8182168	3031401
2189	8185787	3027619
2190	8189283	3023792
2191	8192931	3020022
2192	8196518	3016229
2193	8200011	3012401
2194	8203570	3008598
2195	8207088	3004781
2196	8210764	3001021
2197	8214306	2997212
2198	8217946	2993440
2199	8221445	2989616
2200	8225155	2985869
2201	8228746	2982079
2202	8232375	2978303
2203	8236024	2974535
2204	8239532	2970715
2205	8243092	2966915
2206	8246681	2963125
2207	8250190	2959307
2208	8253902	2955562
2209	8257386	2951735
2210	8261124	2947999
2211	8264679	2944198
2212	8268348	2940438
2213	8271904	2936638
2214	8275442	2932831
2215	8279049	2929050
2216	8282709	2925287
2217	8286237	2921477
2218	8289795	2917679
2219	8293367	2913885
2220	8296893	2910076
2221	8300433	2906272
2222	8304037	2902490
2223	8307534	2898672
2224	8311059	2894863
2225	8314588	2891056
2226	8318267	2887301
2227	8321892	2883528
2228	8325542	2879763
2229	8329000	2875932
2230	8332543	2872131
2231	8336149	2868352
2232	8339747	2864570
2233	8343279	2860766
2234	8346945	2857008
2235	8350483	2853206
2236	8353958	2849383
2237	8357590	2845614
2238	8361177	2841829
2239	8364683	2838017
2240	8368321	2834250
2241	8371864	2830451
2242	8375472	2826675
2243	8378970	2822861
2244	8382633	2819104
2245	8386297	2815346
2246	8389810	2811538
2247	8393483	2807784
2248	8397125	2804020
2249	8400718	2800239
2250	8404179	2796415
2251	8407659	2792597
2252	8411246	2788815
2253	8414787	2785018
2254	8418252	2781196
2255	8421753	2777386
2256	8425227	2773568
2257	8428861	2769803
2258	8432390	2766003
2259	8435858	2762183
2260	8439409	2758391
2261	8442999	2754612
2262	8446595	2750835
2263	8450104	2747030
2264	8453720	2743260
2265	8457230	2739455
2266	8460789	2735667
2267	8464375	2731888
2268	8467825	2728065
2269	8471388	2724279
2270	8474838	2720456
2271	8478381	2716664
2272	8481874	2712856
2273	8485477	2709083
2274	8489070	2705308
2275	8492557	2701499
2276	8496080	2697701
2277	8499644	2693917
2278	8503181	2690124
2279	8506641	2686307
2280	8510247	2682537
2281	8513820	2678756
2282	8517353	2674963
2283	8520993	2671204
2284	8524562	2667423
2285	8528069	2663622
2286	8531591	2659827
2287	8535273	2656081
2288	8538874	2652311
2289	8542423	2648524
2290	8545975	2644738
2291	8549390	2640911
2292	8552960	2637131
2293	8556599	2633373
2294	8560120	2629579
2295	8563662	2625792
2296	8567181	2621997
2297	8570749	2618218
2298	8574470	2614486
2299	8577951	2610680
2300	8581410	2606869
2301	8585013	2603101
2302	8588549	2599313
2303	8592027	2595508
2304	8595649	2591746
2305	8599233	2587974
2306	8602761	2584184
2307	8606432	2580438
2308	8609993	2576658
2309	8613388	2572830
2310	8617012	2569070
2311	8620548	2565284
2312	8624075	2561495
2313	8627652	2557722
2314	8631159	2553928
2315	8634841	2550186
2316	8638385	2546403
2317	8641880	2542606
2318	8645429	2538826
2319	8648970	2535043
2320	8652634	2531296
2321	8656198	2527520
2322	8659669	2523717
2323	8663184	2519928
2324	8666773	2516160
2325	8670340	2512385
2326	8673988	2508635
2327	8677580	2504868
2328	8681259	2501127
2329	8684838	2497356
2330	8688306	2493555
2331	8691824	2489768
2332	8695389	2485994
2333	8698948	2482219
2334	8702461	2478431
2335	8706031	2474659
2336	8709516	2470864
2337	8713105	2467098
2338	8716591	2463303
2339	8720197	2459542
2340	8723687	2455749
2341	8727349	2452005
2342	8730915	2448233
2343	8734419	2444445
2344	8738086	2440702
2345	8741549	2436902
2346	8745223	2433161
2347	8748824	2429400
2348	8752345	2425618
2349	8755906	2421846
2350	8759433	2418065
2351	8763007	2414297
2352	8766487	2410504
2353	8770080	2406742
2354	8773638	2402971
2355	8777308	2399230
2356	8780879	2395462
2357	8784480	2391703
2358	8787922	2387900
2359	8791481	2384130
2360	8794927	2380329
2361	8798573	2376583
2362	8801980	2372772
2363	8805654	2369033
2364	8809152	2365248
2365	8812823	2361508
2366	8816387	2357741
2367	8819937	2353969
2368	8823509	2350204
2369	8827082	2346439
2370	8830580	2342654
2371	8834209	2338905
2372	8837709	2335121
2373	8841313	2331365
2374	8844857	2327594
2375	8848404	2323823
2376	8851858	2320028
2377	8855405	2316258
2378	8858912	2312477
2379	8862427	2308699
2380	8866086	2304959
2381	8869580	2301175
2382	8873272	2297444
2383	8876837	2293679
2384	8880389	2289911
2385	8883987	2286156
2386	8887443	2282364
2387	8891128	2278630
2388	8894605	2274844
2389	8898125	2271069
2390	8901669	2267301
2391	8905278	2263548
2392	8908852	2259788
2393	8912415	2256024
2394	8916048	2252279
2395	8919535	2248497
2396	8923083	2244730
2397	8926642	2240966
2398	8930242	2237213
2399	8933818	2233454
2400	8937470	2229714
2401	8941100	2225969
2402	8944612	2222194
2403	8948215	2218442
2404	8951761	2214677
2405	8955227	2210891
2406	8958790	2207130
2407	8962375	2203374
2408	8965870	2199597
2409	8969512	2195855
2410	8972914	2192055
2411	8976561	2188316
2412	8980027	2184532
2413	8983628	2180781
2414	8987119	2177004
2415	8990827	2173279
2416	8994435	2169530
2417	8997840	2165733
2418	9001435	2161981
2419	9005073	2158240
2420	9008548	2154460
2421	9012238	2150732
2422	9015755	2146962
2423	9019348	2143211
2424	9022780	2139422
2425	9026457	2135691
2426	9029980	2131923
2427	9033471	2128149
2428	9037113	2124410
2429	9040819	2120685
2430	9044356	2116922
2431	9047800	2113137
2432	9051323	2109371
2433	9054826	2105600
2434	9058452	2101858
2435	9061944	2098085
2436	9065454	2094317
2437	9068977	2090551
2438	9072686	2086829
2439	9076146	2083049
2440	9079696	2079291
2441	9083244	2075532
2442	9086905	2071799
2443	9090548	2068062
2444	9094209	2064329
2445	9097744	2060568
2446	9101302	2056812
2447	9104763	2053034
2448	9108399	2049296
2449	9111808	2045508
2450	9115243	2041725
2451	9118893	2037990
2452	9122382	2034220
2453	9125856	2030447
2454	9129375	2026684
2455	9132953	2022934
2456	9136456	2019168
2457	9139982	2015407
2458	9143568	2011659
2459	9147163	2007914
2460	9150650	2004144
2461	9154276	2000406
2462	9157799	1996645
2463	9161432	1992909
2464	9164991	1989156
2465	9168581	1985410
2466	9172086	1981646
2467	9175423	1977846
2468	9179093	1974118
2469	9182802	1970398
2470	9186299	1966633
2471	9189840	1962878
2472	9193360	1959118
2473	9196966	1955377
2474	9200491	1951619
2475	9204089	1947876
2476	9207560	1944107
2477	9211089	1940350
2478	9214693	1936609
2479	9218303	1932870
2480	9221880	1929123
2481	9225502	1925386
2482	9229074	1921639
2483	9232587	1917880
2484	9236089	1914119
2485	9239593	1910358
2486	9243084	1906595
2487	9246650	1902847
2488	9250110	1899078
2489	9253617	1895319
2490	9257199	1891575
2491	9260757	1887826
2492	9264336	1884082
2493	9267845	1880324
2494	9271437	1876583
2495	9274990	1872834
2496	9278627	1869102
2497	9282071	1865332
2498	9285642	1861587
2499	9289197	1857839
2500	9292694	1854080
2501	9296228	1850328
2502	9299636	1846551
2503	9303280	1842822
2504	9306729	1839054
2505	9310355	1835321
2506	9314001	1831592
2507	9317549	1827844
2508	9321122	1824101
2509	9324622	1820344
2510	9328116	1816586
2511	9331719	1812850
2512	9335359	1809120
2513	9338908	1805373
2514	9342476	1801630
2515	9346038	1797886
2516	9349595	1794141
2517	9353169	1790400
2518	9356653	1786641
2519	9360234	1782901
2520	9363692	1779138
2521	9367342	1775412
2522	9370855	1771659
2523	9374487	1767930
2524	9378052	1764188
2525	9381701	1760461
2526	9385228	1756712
2527	9388724	1752958
2528	9392338	1749225
2529	9395841	1745472
2530	9399389	1741728
2531	9402921	1737980
2532	9406441	1734231
2533	9409987	1730487
2534	9413455	1726728
2535	9417083	1722999
2536	9420613	1719252
2537	9424128	1715503
2538	9427706	1711765
2539	9431192	1708011
2540	9434601	1704243
2541	9438198	1700509
2542	9441625	1696745
2543	9445259	1693018
2544	9448797	1689274
2545	9452426	1685546
2546	9455966	1681803
2547	9459443	1678048
2548	9463044	1674316
2549	9466569	1670571
2550	9470082	1666823
2551	9473495	1663058
2552	9477147	1659336
2553	9480624	1655582
2554	9484277	1651860
2555	9487650	1648089
2556	9491272	1644362
2557	9494678	1640597
2558	9498300	1636870
2559	9501774	1633117
2560	9505308	1629375
2561	9508868	1625637
2562	9512421	1621899
2563	9515990	1618163
2564	9519517	1614421
2565	9523110	1610689
2566	9526653	1606950
2567	9530179	1603207
2568	9533829	1599486
2569	9537333	1595740
2570	9540948	1592013
2571	9544444	1588266
2572	9548179	1584559
2573	9551734	1580823
2574	9555417	1577107
2575	9558798	1573342
2576	9562427	1569618
2577	9566061	1565895
2578	9569458	1562133
2579	9573117	1558414
2580	9576588	1554665
2581	9580165	1550933
2582	9583654	1547187
2583	9587280	1543463
2584	9590813	1539724
2585	9594311	1535980
2586	9597722	1532222
2587	9601276	1528487
2588	9604800	1524748
2589	9608342	1521011
2590	9611921	1517281
2591	9615364	1513529
2592	9618964	1509802
2593	9622513	1506068
2594	9626147	1502346
2595	9629670	1498608
2596	9633193	1494869
2597	9636836	1491150
2598	9640293	1487401
2599	9644014	1483694
2600	9647539	1479956
2601	9651251	1476248
2602	9654619	1472487
2603	9658276	1468770
2604	9661876	1465044
2605	9665393	1461306
2606	9668969	1457577
2607	9672451	1453834
2608	9676125	1450120
2609	9679659	1446385
2610	9683216	1442654
2611	9686817	1438929
2612	9690420	1435205
2613	9693928	1431467
2614	9697449	1427731
2615	9700989	1423998
2616	9704490	1420259
2617	9708162	1416546
2618	9711605	1412799
2619	9715066	1409055
2620	9718659	1405330
2621	9722271	1401608
2622	9725732	1397865
2623	9729232	1394127
2624	9732791	1390398
2625	9736199	1386648
2626	9739892	1382938
2627	9743472	1379213
2628	9747069	1375489
2629	9750530	1371747
2630	9754216	1368037
2631	9757767	1364307
2632	9761357	1360584
2633	9764953	1356861
2634	9768488	1353130
2635	9772025	1349399
2636	9775689	1345686
2637	9779285	1341964
2638	9782872	1338240
2639	9786339	1334500
2640	9789865	1330769
2641	9793430	1327043
2642	9796908	1323305
2643	9800446	1319576
2644	9804060	1315856
2645	9807534	1312119
2646	9811105	1308394
2647	9814624	1304663
2648	9818208	1300940
2649	9821773	1297215
2650	9825251	1293478
2651	9828849	1289758
2652	9832347	1286025
