iter	Passed	Remaining
343	1368079	10562849
344	1371502	10554603
345	1374871	10545982
346	1378343	10538170
347	1381752	10529904
348	1385204	10521999
349	1388794	10515160
350	1392317	10507832
351	1395794	10500181
352	1399353	10493169
353	1402921	10486247
354	1406425	10478859
355	1409821	10470693
356	1413311	10463257
357	1416752	10455478
358	1420242	10448079
359	1423656	10440145
360	1427084	10432342
361	1430570	10424983
362	1434043	10417556
363	1437465	10409780
364	1440906	10402157
365	1444371	10394742
366	1447765	10386833
367	1451244	10379551
368	1454733	10372367
369	1458185	10364943
370	1461623	10357430
371	1465143	10350531
372	1468606	10343240
373	1472077	10336031
374	1475516	10328617
375	1479017	10321655
376	1482436	10314140
377	1485890	10306891
378	1489355	10299736
379	1492858	10292867
380	1496362	10286018
381	1499854	10279104
382	1503329	10272099
383	1506797	10265059
384	1510350	10258614
385	1513851	10251836
386	1517320	10244851
387	1520725	10237461
388	1524152	10230234
389	1527596	10223148
390	1531078	10216324
391	1534506	10209166
392	1538016	10202570
393	1541442	10195432
394	1544901	10188524
395	1548359	10181636
396	1551848	10174963
397	1555325	10168234
398	1558757	10161221
399	1562185	10154205
400	1565659	10147505
401	1569103	10140625
402	1572527	10133629
403	1575951	10126661
404	1579413	10119943
405	1582863	10113173
406	1586335	10106556
407	1589751	10099594
408	1593264	10093269
409	1596750	10086787
410	1600162	10079858
411	1603608	10073154
412	1607107	10066795
413	1610503	10059812
414	1614005	10053503
415	1617508	10047214
416	1620994	10040834
417	1624355	10033697
418	1627770	10026910
419	1631279	10020718
420	1634699	10013991
421	1638133	10007363
422	1641630	10001136
423	1645081	9994644
424	1648493	9987930
425	1651961	9981571
426	1655420	9975166
427	1658953	9969226
428	1662497	9963358
429	1665932	9956851
430	1669509	9951205
431	1673070	9945474
432	1676678	9940034
433	1680223	9934224
434	1683731	9928211
435	1687206	9922014
436	1690715	9916028
437	1694249	9910196
438	1697696	9903874
439	1701183	9897792
440	1704667	9891711
441	1708178	9885793
442	1711755	9880269
443	1715304	9874591
444	1718761	9868397
445	1722276	9862544
446	1725732	9856367
447	1729223	9850398
448	1732762	9844716
449	1736200	9838471
450	1739643	9832265
451	1743131	9826326
452	1746632	9820470
453	1750092	9814395
454	1753591	9808548
455	1757100	9802769
456	1760586	9796871
457	1764045	9790835
458	1767530	9784956
459	1770958	9778772
460	1774427	9772825
461	1777964	9767260
462	1781336	9760799
463	1784860	9755186
464	1788376	9749535
465	1791767	9743213
466	1795204	9737161
467	1798682	9731333
468	1802164	9725538
469	1805570	9719346
470	1809111	9713891
471	1812619	9708268
472	1816121	9702621
473	1819643	9697087
474	1823055	9690978
475	1826611	9685644
476	1830048	9679692
477	1833467	9673650
478	1837037	9668415
479	1840480	9662523
480	1843995	9657013
481	1847575	9651857
482	1851063	9646225
483	1854511	9640393
484	1858046	9635023
485	1861461	9629041
486	1864980	9623605
487	1868435	9617849
488	1871922	9612263
489	1875424	9606767
490	1878820	9600734
491	1882310	9595191
492	1885804	9589676
493	1889248	9583922
494	1892654	9577977
495	1896131	9572403
496	1899667	9567136
497	1903114	9561428
498	1906589	9555873
499	1910070	9550353
500	1913582	9544993
501	1917054	9539448
502	1920383	9533194
503	1923978	9528273
504	1927526	9523127
505	1931058	9517905
506	1934462	9512062
507	1937944	9506607
508	1941458	9501324
509	1944913	9495753
510	1948435	9490521
511	1951914	9485085
512	1955357	9479481
513	1958737	9473582
514	1962114	9467679
515	1965621	9462409
516	1969002	9456545
517	1972522	9451353
518	1975966	9445803
519	1979419	9440307
520	1982953	9435205
521	1986344	9429429
522	1989801	9423972
523	1993232	9418404
524	1996711	9413069
525	2000197	9407772
526	2003655	9402353
527	2007118	9396966
528	2010624	9391781
529	2014046	9386216
530	2017447	9380560
531	2020973	9375494
532	2024472	9370305
533	2027856	9364597
534	2031335	9359332
535	2034844	9354208
536	2038331	9348995
537	2041749	9343471
538	2045194	9338077
539	2048713	9333029
540	2052139	9327560
541	2055578	9322161
542	2059052	9316927
543	2062487	9311524
544	2065972	9306355
545	2069456	9301184
546	2072939	9296017
547	2076423	9290857
548	2079905	9285698
549	2083350	9280377
550	2086759	9274906
551	2090183	9269511
552	2093544	9263839
553	2097089	9258989
554	2100595	9253973
555	2104005	9248542
556	2107559	9243747
557	2111052	9238693
558	2114502	9233453
559	2117993	9228400
560	2121385	9222921
561	2124829	9217678
562	2128369	9212852
563	2131766	9207418
564	2135301	9202583
565	2138698	9197157
566	2142129	9191889
567	2145568	9186659
568	2149039	9181573
569	2152539	9176615
570	2156000	9171499
571	2159447	9166326
572	2162902	9161192
573	2166328	9155945
574	2169808	9150931
575	2173242	9145728
576	2176666	9140491
577	2180138	9135457
578	2183549	9130180
579	2186997	9125059
580	2190513	9120228
581	2193902	9114874
582	2197335	9109709
583	2200795	9104662
584	2204166	9099249
585	2207672	9094405
586	2211102	9089252
587	2214520	9084055
588	2218005	9079138
589	2221478	9074176
590	2224875	9068907
591	2228306	9063787
592	2231780	9058844
593	2235251	9053895
594	2238689	9048819
595	2242160	9043881
596	2245626	9038930
597	2249063	9033863
598	2252487	9028751
599	2256100	9024400
600	2259526	9019307
601	2263035	9014549
602	2266461	9009464
603	2269845	9004223
604	2273261	8999107
605	2276740	8994251
606	2280190	8989286
607	2283714	8984612
608	2287125	8979503
609	2290555	8974472
610	2294041	8969666
611	2297467	8964627
612	2300905	8959644
613	2304299	8954494
614	2307703	8949386
615	2311112	8944306
616	2314596	8939520
617	2318029	8934540
618	2321415	8929387
619	2324782	8924166
620	2328232	8919269
621	2331659	8914286
622	2335135	8909496
623	2338651	8904864
624	2342150	8900170
625	2345521	8894998
626	2349020	8890310
627	2352390	8885142
628	2355781	8880059
629	2359237	8875225
630	2362615	8870104
631	2366013	8865062
632	2369488	8860315
633	2372907	8855361
634	2376315	8850372
635	2379801	8845675
636	2383277	8840948
637	2386694	8836005
638	2390179	8831320
639	2393577	8826315
640	2397052	8821603
641	2400584	8817099
642	2404034	8812301
643	2407490	8807527
644	2410965	8802826
645	2414329	8797727
646	2417770	8792912
647	2421344	8788585
648	2424744	8783628
649	2428226	8778974
650	2431713	8774339
651	2435076	8769263
652	2438624	8764858
653	2442122	8760275
654	2445522	8755342
655	2448956	8750541
656	2452360	8745633
657	2455748	8740674
658	2459250	8736122
659	2462763	8731616
660	2466270	8727089
661	2469612	8721985
662	2473083	8717338
663	2476548	8712676
664	2479991	8707939
665	2483494	8703419
666	2486872	8698460
667	2490313	8693729
668	2493835	8689284
669	2497249	8684465
670	2500666	8679660
671	2504198	8675258
672	2507590	8670375
673	2511073	8665810
674	2514553	8661239
675	2518123	8656981
676	2521565	8652283
677	2524961	8647434
678	2528420	8642804
679	2531897	8638237
680	2535336	8633548
681	2538888	8629243
682	2542408	8624831
683	2545827	8620082
684	2549325	8615603
685	2552822	8611125
686	2556344	8606730
687	2559897	8602446
688	2563325	8597742
689	2566853	8593379
690	2570315	8588797
691	2573828	8584387
692	2577309	8579873
693	2580771	8575302
694	2584339	8571081
695	2587799	8566508
696	2591214	8561790
697	2594679	8557237
698	2598186	8552829
699	2601631	8548219
700	2605098	8543681
701	2608595	8539247
702	2612145	8534990
703	2615685	8530701
704	2619045	8525829
705	2622514	8521315
706	2626064	8517066
707	2629563	8512654
708	2632915	8507769
709	2636578	8503893
710	2640229	8499979
711	2643714	8495530
712	2647294	8491390
713	2651255	8488472
714	2655296	8485808
715	2659614	8484021
716	2663256	8480074
717	2666862	8476016
718	2670355	8471599
719	2673915	8467398
720	2677570	8463498
721	2680993	8458869
722	2684470	8454411
723	2688334	8451171
724	2692404	8448580
725	2696013	8444538
726	2699652	8440592
727	2703126	8436132
728	2706524	8431434
729	2710280	8427858
730	2713795	8423531
731	2717343	8419310
732	2720929	8415208
733	2724536	8411171
734	2728067	8406901
735	2731664	8402837
736	2735196	8398573
737	2738764	8394424
738	2742397	8390475
739	2745835	8385931
740	2749582	8382330
741	2753232	8378434
742	2756715	8374032
743	2760341	8370068
744	2763962	8366089
745	2767667	8362361
746	2771159	8357995
747	2774809	8354105
748	2778450	8350189
749	2782008	8346026
750	2785614	8342007
751	2789174	8337850
752	2792758	8333768
753	2796342	8329687
754	2799839	8325349
755	2803359	8321084
756	2806929	8316964
757	2810577	8313079
758	2813962	8308419
759	2817591	8304479
760	2821317	8300828
761	2824810	8296491
762	2828429	8292526
763	2832038	8288532
764	2835572	8284319
765	2839066	8279992
766	2842695	8276062
767	2846354	8272216
768	2849978	8268274
769	2853524	8264104
770	2857068	8259930
771	2860655	8255882
772	2864234	8251811
773	2867896	8247979
774	2871406	8243716
775	2875071	8239896
776	2878631	8235774
777	2882219	8231736
778	2885771	8227598
779	2889274	8223318
780	2892930	8219477
781	2896418	8215161
782	2900073	8211317
783	2903603	8207122
784	2907480	8203910
785	2912007	8202524
786	2916499	8201033
787	2920988	8199526
788	2925094	8196937
789	2929134	8194162
790	2933327	8191809
791	2937454	8189266
792	2941633	8186866
793	2945808	8184450
794	2950040	8182188
795	2954222	8179780
796	2958209	8176833
797	2962453	8174589
798	2966569	8171988
799	2970687	8169391
800	2974734	8166593
801	2978949	8164254
802	2983096	8161723
803	2987129	8158875
804	2991174	8156060
805	2995358	8153619
806	2999616	8151374
807	3004093	8149719
808	3008246	8147179
809	3012266	8144276
810	3016427	8141752
811	3020657	8139406
812	3024813	8136860
813	3028907	8134142
814	3033119	8131738
815	3037403	8129522
816	3041645	8127186
817	3045797	8124609
818	3049802	8121636
819	3054050	8119304
820	3058222	8116768
821	3062362	8114142
822	3066511	8111538
823	3070761	8109194
824	3075042	8106930
825	3079165	8104244
826	3083245	8101441
827	3087291	8098547
828	3091382	8095766
829	3095730	8093657
830	3099924	8091138
831	3104057	8088457
832	3108010	8085305
833	3112054	8082386
834	3116079	8079416
835	3120245	8076808
836	3124401	8074169
837	3128576	8071577
838	3132603	8068601
839	3136865	8066224
840	3141006	8063535
841	3145004	8060474
842	3149108	8057683
843	3153338	8055210
844	3157472	8052489
845	3161509	8049516
846	3165706	8046948
847	3169829	8044190
848	3174062	8041706
849	3178177	8038918
850	3182304	8036161
851	3186449	8033443
852	3190497	8030478
853	3194752	8028031
854	3198954	8025448
855	3203369	8023391
856	3207682	8021078
857	3211965	8018683
858	3216387	8016631
859	3220733	8014384
860	3224997	8011927
861	3229084	8009029
862	3232950	8005578
863	3237153	8002963
864	3241604	8000954
865	3245969	7998728
866	3250322	7996469
867	3254677	7994207
868	3258985	7991828
869	3263166	7989132
870	3267304	7986327
871	3271428	7983485
872	3275662	7980909
873	3279968	7978504
874	3284044	7975537
875	3288282	7972959
876	3292623	7970627
877	3296909	7968157
878	3301171	7965624
879	3305376	7962951
880	3309600	7960320
881	3313763	7957541
882	3318041	7955032
883	3322221	7952285
884	3326412	7949562
885	3330768	7947228
886	3335109	7944854
887	3339264	7942034
888	3343597	7939634
889	3347980	7937346
890	3352251	7934791
891	3356553	7932303
892	3360584	7929174
893	3364866	7926631
894	3369193	7924193
895	3373414	7921499
896	3377717	7918997
897	3381856	7916104
898	3386037	7913308
899	3390262	7910613
900	3394516	7907979
901	3398760	7905321
902	3402977	7902594
903	3407094	7899634
904	3411431	7897181
905	3415474	7894043
906	3419687	7891295
907	3423915	7888580
908	3428169	7885920
909	3432378	7883155
910	3436663	7880560
911	3440871	7877783
912	3445117	7875094
913	3449296	7872244
914	3453511	7869476
915	3457747	7866752
916	3461889	7863813
917	3466160	7861160
918	3470452	7858553
919	3474696	7855835
920	3478931	7853093
921	3483201	7850426
922	3487377	7847543
923	3491689	7844965
924	3495900	7842156
925	3500221	7839588
926	3504376	7836648
927	3508546	7833737
928	3512732	7830859
929	3516847	7827820
930	3521055	7824986
931	3525299	7822231
932	3529685	7819785
933	3533848	7816842
934	3538142	7814186
935	3542204	7811014
936	3546497	7808350
937	3550638	7805347
938	3554939	7802694
939	3559180	7799906
940	3563240	7796718
941	3567484	7793931
942	3571793	7791281
943	3575942	7788280
944	3580154	7785415
945	3584302	7782406
946	3588545	7779602
947	3592688	7776578
948	3597014	7773947
949	3601096	7770787
950	3605304	7767896
951	3609450	7764868
952	3613806	7762289
953	3618159	7759700
954	3622233	7756511
955	3626411	7753541
956	3630692	7750787
957	3634982	7748053
958	3639134	7745019
959	3643305	7742024
960	3647590	7739269
961	3651761	7736268
962	3655939	7733280
963	3660182	7730426
964	3664351	7727413
965	3668725	7724832
966	3672971	7721976
967	3677120	7718913
968	3681292	7715897
969	3685568	7713096
970	3689699	7709990
971	3693953	7707137
972	3698120	7704100
973	3702305	7701100
974	3706585	7698293
975	3710618	7694971
976	3714746	7691844
977	3718934	7688839
978	3723128	7685845
979	3727373	7682952
980	3731562	7679943
981	3735765	7676960
982	3740153	7674353
983	3744659	7671986
984	3748881	7669032
985	3753284	7666444
986	3757685	7663850
987	3762099	7661278
988	3766246	7658162
989	3770427	7655109
990	3774901	7652650
991	3779124	7649680
992	3783450	7646914
993	3787752	7644095
994	3792056	7641280
995	3796407	7638554
996	3800764	7635838
997	3805267	7633412
998	3809367	7630174
999	3813664	7627329
1000	3817962	7624482
1001	3822104	7621322
1002	3826299	7618266
1003	3830531	7615280
1004	3834779	7612323
1005	3839089	7609486
1006	3843224	7606302
1007	3847358	7603113
1008	3851821	7600571
1009	3856195	7597850
1010	3860723	7595428
1011	3865015	7592540
1012	3869177	7589393
1013	3873567	7586691
1014	3877705	7583493
1015	3882070	7580735
1016	3886275	7577664
1017	3890700	7575018
1018	3894937	7572003
1019	3899358	7569342
1020	3903562	7566257
1021	3907641	7562930
1022	3912015	7560169
1023	3916387	7557404
1024	3920723	7554564
1025	3925025	7551657
1026	3929262	7548623
1027	3933551	7545684
1028	3937880	7542821
1029	3942207	7539951
1030	3946690	7537375
1031	3951048	7534558
1032	3955343	7531616
1033	3959877	7529129
1034	3964227	7526286
1035	3968502	7523299
1036	3972876	7520499
1037	3977196	7517591
1038	3981300	7514272
1039	3985632	7511384
1040	3989988	7508536
1041	3994315	7505632
1042	3998502	7502462
1043	4002611	7499145
1044	4006971	7496296
1045	4011514	7493785
1046	4015750	7490698
1047	4019899	7487446
1048	4024327	7484711
1049	4028739	7481945
1050	4033102	7479084
1051	4037303	7475919
1052	4041368	7472501
1053	4046146	7470398
1054	4050690	7467861
1055	4055206	7465265
1056	4059510	7462278
1057	4063825	7459309
1058	4068047	7456167
1059	4072350	7453169
1060	4076618	7450106
1061	4081048	7447336
1062	4085306	7444250
1063	4089635	7441292
1064	4093839	7438101
1065	4098007	7434847
1066	4102182	7431600
1067	4106536	7428678
1068	4110836	7425655
1069	4115160	7422672
1070	4119561	7419825
1071	4123828	7416735
1072	4128272	7413961
1073	4132413	7410641
1074	4136750	7407668
1075	4140928	7404411
1076	4145172	7401268
1077	4149488	7398253
1078	4153724	7395092
1079	4158026	7392046
1080	4162260	7388879
1081	4166430	7385594
1082	4170617	7382338
1083	4174789	7379056
1084	4178884	7375634
1085	4183112	7372447
1086	4187443	7369438
1087	4191730	7366349
1088	4196015	7363255
1089	4200162	7359918
1090	4204327	7356609
1091	4208559	7353417
1092	4212876	7350370
1093	4216994	7346976
1094	4221094	7343548
1095	4225291	7340286
1096	4229544	7337122
1097	4233939	7334201
1098	4238171	7330995
1099	4242391	7327766
1100	4246535	7324406
1101	4250696	7321072
1102	4255242	7318400
1103	4259645	7315477
1104	4263714	7311981
1105	4268435	7309598
1106	4272863	7306713
1107	4277394	7303998
1108	4281829	7301117
1109	4286065	7297894
1110	4290312	7294689
1111	4294665	7291661
1112	4298960	7288534
1113	4302801	7284634
1114	4306967	7281286
1115	4310840	7277441
1116	4314769	7273688
1117	4318475	7269562
1118	4322437	7265866
1119	4326961	7263113
1120	4331640	7260616
1121	4336201	7257919
1122	4340964	7255556
1123	4345489	7252791
1124	4349901	7249836
1125	4354037	7246418
1126	4358149	7242958
1127	4362372	7239682
1128	4366465	7236188
1129	4370674	7232886
1130	4374821	7229480
1131	4378947	7226037
1132	4382993	7222462
1133	4387119	7219016
1134	4391166	7215441
1135	4395445	7212244
1136	4399435	7208573
1137	4403508	7205037
1138	4407693	7201683
1139	4411720	7198070
1140	4415892	7194692
1141	4419901	7191048
1142	4424140	7187777
1143	4428209	7184228
1144	4432282	7180684
1145	4436352	7177136
1146	4440383	7173523
1147	4444565	7170152
1148	4448670	7166656
1149	4452773	7163157
1150	4456857	7159625
1151	4460934	7156082
1152	4464960	7152455
1153	4468957	7148782
1154	4473073	7145299
1155	4477177	7141794
1156	4481224	7138198
1157	4485699	7135283
1158	4490032	7132139
1159	4494072	7128528
1160	4498131	7124947
1161	4502135	7121278
1162	4506233	7117757
1163	4510516	7114525
1164	4514438	7110724
1165	4518654	7107385
1166	4522788	7103917
1167	4526866	7100359
1168	4530969	7096839
1169	4535023	7093242
1170	4539036	7089579
1171	4543190	7086136
1172	4547200	7082468
1173	4551249	7078860
1174	4555395	7075402
1175	4559600	7072033
1176	4563606	7068355
1177	4567680	7064782
1178	4571685	7061102
1179	4575840	7057651
1180	4579996	7054202
1181	4584170	7050779
1182	4588144	7047049
1183	4592384	7043724
1184	4596355	7039987
1185	4600488	7036498
1186	4604536	7032876
1187	4608569	7029231
1188	4612783	7025863
1189	4616767	7022142
1190	4620792	7018483
1191	4625045	7015169
1192	4629090	7011539
1193	4633154	7007936
1194	4637145	7004224
1195	4641136	7000510
1196	4645253	6996986
1197	4649390	6993490
1198	4653487	6989933
1199	4657633	6986450
1200	4661723	6982881
1201	4665859	6979380
1202	4669927	6975777
1203	4674261	6972569
1204	4678099	6968621
1205	4682052	6964844
1206	4685798	6960760
1207	4689866	6957153
1208	4693968	6953595
1209	4697678	6949458
1210	4701308	6945202
1211	4704935	6940944
1212	4708434	6936497
1213	4712077	6932265
1214	4715561	6927800
1215	4719133	6923465
1216	4722724	6919160
1217	4726275	6914796
1218	4729736	6910303
1219	4733371	6906066
1220	4737009	6901834
1221	4740511	6897404
1222	4744062	6893049
1223	4747600	6888674
1224	4751040	6884161
1225	4754663	6879912
1226	4758335	6875736
1227	4761793	6871252
1228	4765336	6866892
1229	4768860	6862506
1230	4772417	6858169
1231	4775922	6853759
1232	4779552	6849528
1233	4783088	6845165
1234	4786566	6840720
1235	4790193	6836489
1236	4793704	6832094
1237	4797251	6827752
1238	4800828	6823453
1239	4804459	6819232
1240	4808031	6814928
1241	4811573	6810584
1242	4815178	6806330
1243	4818610	6801832
1244	4822084	6797396
1245	4825733	6793207
1246	4829253	6788837
1247	4832951	6784719
1248	4836527	6780431
1249	4839987	6775982
1250	4843614	6771767
1251	4847201	6767498
1252	4850860	6763330
1253	4854387	6758979
1254	4857884	6754588
1255	4861481	6750336
1256	4864951	6745911
1257	4868490	6741582
1258	4871980	6737186
1259	4875515	6732854
1260	4879068	6728549
1261	4882699	6724351
1262	4886337	6720164
1263	4889892	6715864
1264	4893495	6711631
1265	4897059	6707347
1266	4900600	6703031
1267	4904164	6698748
1268	4907745	6694490
1269	4911292	6690185
1270	4914850	6685898
1271	4918425	6681634
1272	4921954	6677310
1273	4925484	6672986
1274	4928984	6668625
1275	4932603	6664427
1276	4936242	6660254
1277	4939683	6655818
1278	4943297	6651614
1279	4946814	6647281
1280	4950324	6642941
1281	4953912	6638706
1282	4957446	6634400
1283	4960954	6630060
1284	4964480	6625746
1285	4968072	6621521
1286	4971653	6617282
1287	4975192	6612988
1288	4978720	6608681
1289	4982239	6604363
1290	4985779	6600074
1291	4989247	6595692
1292	4992966	6591642
1293	4996509	6587361
1294	5000009	6583023
1295	5003567	6578765
1296	5007154	6574544
1297	5010763	6570354
1298	5014261	6566019
1299	5017832	6561780
1300	5021385	6557519
1301	5024898	6553208
1302	5028400	6548883
1303	5031947	6544618
1304	5035380	6540206
1305	5039048	6536101
1306	5042663	6531927
1307	5046260	6527731
1308	5049834	6523506
1309	5053279	6519116
1310	5056731	6514736
1311	5060287	6510491
1312	5063784	6506172
1313	5067292	6501868
1314	5070874	6497660
1315	5074464	6493464
1316	5077918	6489093
1317	5081469	6484849
1318	5084970	6480542
1319	5088561	6476350
1320	5092112	6472109
1321	5095620	6467815
1322	5099077	6463456
1323	5102648	6459244
1324	5106203	6455012
1325	5109692	6450697
1326	5113196	6446404
1327	5116938	6442410
1328	5120447	6438124
1329	5124025	6433926
1330	5127528	6429635
1331	5131000	6425307
1332	5134504	6421019
1333	5138048	6416783
1334	5141570	6412520
1335	5145109	6408280
1336	5148646	6404038
1337	5152400	6400067
1338	5155944	6395836
1339	5159428	6391530
1340	5163096	6387455
1341	5166750	6383362
1342	5170295	6379135
1343	5173862	6374938
1344	5177523	6370856
1345	5181083	6366650
1346	5184628	6362428
1347	5188185	6358220
1348	5191707	6353972
1349	5195237	6349734
1350	5198788	6345523
1351	5202279	6341240
1352	5205865	6337073
1353	5209315	6332742
1354	5212930	6328612
1355	5216470	6324393
1356	5220021	6320188
1357	5223577	6315989
1358	5227163	6311829
1359	5230797	6307726
1360	5234522	6303734
1361	5237994	6299438
1362	5241546	6295240
1363	5245271	6291249
1364	5248906	6287152
1365	5252492	6282996
1366	5256061	6278820
1367	5259551	6274552
1368	5263259	6270545
1369	5266734	6266261
1370	5270378	6262177
1371	5273907	6257960
1372	5277477	6253792
1373	5281035	6249609
1374	5284593	6245429
1375	5288115	6241205
1376	5291695	6237052
1377	5295255	6232876
1378	5298832	6228721
1379	5302490	6224662
1380	5306023	6220457
1381	5309545	6216241
